Evaluator,Customer,One-Way Miles,Round-Trip Miles,Drive Time (min),2026 Cost , Bonus , Total 
Croke,Rj Forbes Painting Contractor,92,183,196,$132.77 ,$225.00 ,$357.77 
Croke,Safeway Construction Enterprises,142,283,307,$205.49 ,$225.00 ,$430.49 
Croke,Sargis Associates,40,80,89,$57.87 , $-   ,$57.87 
Croke,Seaford Avenue Corp,159,317,345,$229.87 ,$225.00 ,$454.87 
Croke,Shaun B. Kalba Enterprises,112,224,230,$162.46 ,$225.00 ,$387.46 
Croke,Southern Cross (NGA),126,252,263,$183.05 ,$225.00 ,$408.05 
Croke,Storti Quality Services,120,240,248,$174.02 ,$225.00 ,$399.02 
Croke,Sullivan Trail,275,550,516,$398.39 ,$475.00 ,$873.39 
Croke,T&K Harrington,203,406,392,$294.11 ,$475.00 ,$769.11 
Croke,Tectonic Engineering Consultants,127,254,255,$183.91 ,$225.00 ,$408.91 
Croke,Titanic Underground Contractors Corp. (Nga),134,269,275,$194.95 ,$225.00 ,$419.95 
Croke,Tri-Mont Engineering,122,245,251,$177.45 ,$225.00 ,$402.45 
Croke,Tucker Mechanical Inc,44,88,100,$63.92 , $-   ,$63.92 
Croke,Turner Underground Installations,307,615,566,$445.83 ,$475.00 ,$920.83 
Croke,Ulc Technologies,166,332,352,$240.58 ,$225.00 ,$465.58 
Croke,Unitil,133,267,275,$193.34 ,$225.00 ,$418.34 
Croke,Usic (Nga),289,578,535,$419.34 ,$475.00 ,$894.34 
Croke,Vermont Gas Systems,208,417,377,$302.30 ,$475.00 ,$777.30 
Croke,Wdf,125,251,266,$181.67 ,$225.00 ,$406.67 
Croke,Westfield Gas & Electric,8,16,33,$11.67 , $-   ,$11.67 
Croke,Whispering Pines Development,131,262,268,$190.11 ,$225.00 ,$415.11 
Croke,Whitewater,50,99,109,$72.07 , $-   ,$72.07 
Croke,Wsm Construction,47,94,103,$68.01 , $-   ,$68.01 
Croke,Xpress Natural Gas,154,308,290,$223.16 ,$225.00 ,$448.16 
Croke,Young Management & Consulting,140,280,295,$202.77 ,$225.00 ,$427.77 
Cucuzza,A And G Industrial Services,228,455,473,$330.05 ,$475.00 ,$805.05 
Cucuzza,AGI Construction,175,349,381,$253.08 ,$225.00 ,$478.08 
Cucuzza,Atmospheric Corrosion Specialists,32,64,103,$46.73 , $-   ,$46.73 
Cucuzza,Avangrid Adams Ma,169,338,403,$245.28 ,$225.00 ,$470.28 
Cucuzza,Avangrid East Hartford Ct,114,228,252,$165.31 ,$225.00 ,$390.31 
Cucuzza,Avangrid Rochester Ny,347,694,685,$503.27 ,$475.00 ,$978.27 
Cucuzza,Avangrid Trumbull,64,127,161,$92.15 , $-   ,$92.15 
Cucuzza,Bancker Construction,44,89,118,$64.26 , $-   ,$64.26 
Cucuzza,Barber Utilities,131,262,294,$189.92 ,$225.00 ,$414.92 
Cucuzza,Bay State Piping Company Inc. (NGA),211,423,436,$306.46 ,$475.00 ,$781.46 
Cucuzza,Berkshire Gas,156,312,363,$225.92 ,$225.00 ,$450.92 
Cucuzza,Bermex Inc,344,688,683,$498.98 ,$475.00 ,$973.98 
Cucuzza,Bond Civil Utility,214,427,437,$309.75 ,$475.00 ,$784.75 
Cucuzza,Burns Construction Co. (Nga),60,120,153,$87.06 , $-   ,$87.06 
Cucuzza,Burrows Bros Inc.,326,652,676,$473.06 ,$475.00 ,$948.06 
Cucuzza,C. B. Utility,75,150,184,$108.40 , $-   ,$108.40 
Cucuzza,Capstone Energy (Nga),371,743,728,$538.42 ,$475.00 ,"$1,013.42 "
Cucuzza,Centerline Utility Services,367,734,708,$532.18 ,$475.00 ,"$1,007.18 "
Cucuzza,Centuri,76,151,185,$109.66 , $-   ,$109.66 
Cucuzza,Certa Cote,38,76,114,$55.02 , $-   ,$55.02 
Cucuzza,Clarks Back Roads Enterprises (Nga),265,531,549,$384.96 ,$475.00 ,$859.96 
Cucuzza,Collins Plumbing Corp (Nga),16,32,63,$23.50 , $-   ,$23.50 
Cucuzza,Composite Technology & Infrastructure,139,277,311,$200.95 ,$225.00 ,$425.95 
Cucuzza,Con Edison (Nga),11,22,56,$15.78 , $-   ,$15.78 
Cucuzza,Corning Natural Gas,259,519,529,$376.23 ,$475.00 ,$851.23 
Cucuzza,Corrtech Corrosion Engineering,187,374,383,$271.14 ,$225.00 ,$496.14 
Cucuzza,D&G Contractors Inc,104,207,243,$150.21 ,$225.00 ,$375.21 
Cucuzza,DDS Utilities Cortland,223,447,464,$323.79 ,$475.00 ,$798.79 
Cucuzza,DDS Utilities West Henrietta,341,682,676,$494.13 ,$475.00 ,$969.13 
Cucuzza,Dekatherm,266,531,524,$385.32 ,$475.00 ,$860.32 
Cucuzza,Dte Vantage,250,499,527,$362.09 ,$475.00 ,$837.09 
Cucuzza,E. Richards Consulting,60,120,153,$87.06 , $-   ,$87.06 
Cucuzza,E.E. Root,206,413,442,$299.37 ,$475.00 ,$774.37 
Cucuzza,Elecnor Hawkeye,7,15,40,$10.65 , $-   ,$10.65 
Cucuzza,Encompass Pipeline,345,690,697,$500.17 ,$475.00 ,$975.17 
Cucuzza,Enersite Utility And Site Work Services,233,467,474,$338.44 ,$475.00 ,$813.44 
Cucuzza,Environmental Construction Inc,44,88,142,$64.02 , $-   ,$64.02 
Cucuzza,Eversource,178,357,377,$258.79 ,$225.00 ,$483.79 
Cucuzza,Feeney Brothers,216,431,447,$312.55 ,$475.00 ,$787.55 
Cucuzza,Ferreira Construction,166,333,347,$241.32 ,$225.00 ,$466.32 
Cucuzza,Frank Lill & Son,330,660,656,$478.14 ,$475.00 ,$953.14 
Cucuzza,Geary Mechanical,93,185,228,$134.17 ,$225.00 ,$359.17 
Cucuzza,Gianfia Corp,35,69,106,$50.18 , $-   ,$50.18 
Cucuzza,GPL,178,357,393,$258.54 ,$225.00 ,$483.54 
Cucuzza,Grid One Solutions,121,241,288,$175.05 ,$225.00 ,$400.05 
Cucuzza,Grotto Plumbing Inc. (Nga),34,68,102,$49.54 , $-   ,$49.54 
Cucuzza,Heath Consultants (Nga),4,9,41,$6.21 , $-   ,$6.21 
Cucuzza,Henkels & Mccoy (Nga),100,200,250,$145.09 ,$225.00 ,$370.09 
Cucuzza,Holyoke Gas & Electric,147,295,319,$213.67 ,$225.00 ,$438.67 
Cucuzza,Infrasource (Nga),394,788,789,$571.45 ,$475.00 ,"$1,046.45 "
Cucuzza,Ironwood Heavy Highway,345,689,688,$499.87 ,$475.00 ,$974.87 
Cucuzza,J Mullen & Sons,110,219,254,$159.10 ,$225.00 ,$384.10 
Cucuzza,J. F. Brennan Companies,171,341,358,$247.49 ,$225.00 ,$472.49 
Cucuzza,Joe Knows Energy,18,35,90,$25.63 , $-   ,$25.63 
Cucuzza,John Anderson Construction,350,700,738,$507.71 ,$475.00 ,$982.71 
Cucuzza,Js Rae,156,311,361,$225.73 ,$225.00 ,$450.73 
Cucuzza,Kiely Family Of Companies,60,120,182,$87.09 , $-   ,$87.09 
Cucuzza,Kudlic Bros.,142,284,306,$205.91 ,$225.00 ,$430.91 
Cucuzza,Labella Associates Dpc,342,683,678,$495.50 ,$475.00 ,$970.50 
Cucuzza,Laydon Industries,75,150,185,$108.45 , $-   ,$108.45 
Cucuzza,Ledge Creek Development Inc,392,783,771,$567.81 ,$475.00 ,"$1,042.81 "
Cucuzza,Liberty Underground,345,691,684,$500.82 ,$475.00 ,$975.82 
Cucuzza,Liberty Utilities-Ma,193,386,402,$280.00 ,$225.00 ,$505.00 
Cucuzza,Liberty Utilities-Ny,364,728,773,$527.77 ,$475.00 ,"$1,002.77 "
Cucuzza,Local 1049,50,100,130,$72.20 , $-   ,$72.20 
Cucuzza,Local 1298,46,92,125,$66.95 , $-   ,$66.95 
Cucuzza,Local 15,7,13,60,$9.70 , $-   ,$9.70 
Cucuzza,Local 158,150,299,321,$217.04 ,$225.00 ,$442.04 
Cucuzza,Local 17,68,137,185,$99.22 , $-   ,$99.22 
Cucuzza,Local 60,59,118,151,$85.83 , $-   ,$85.83 
Cucuzza,Local 731,9,18,54,$12.89 , $-   ,$12.89 
Cucuzza,Lospano Plumbing And Heating,18,35,64,$25.40 , $-   ,$25.40 
Cucuzza,Maine Natural Gas (Nga),365,730,703,$529.19 ,$475.00 ,"$1,004.19 "
Cucuzza,Master Plumbers Council Of The City Of New York (Mpc),12,25,52,$17.96 , $-   ,$17.96 
Cucuzza,Mears Construction (Nga),186,373,406,$270.25 ,$225.00 ,$495.25 
Cucuzza,Middleborough Gas & Electric (Nga),216,431,443,$312.70 ,$475.00 ,$787.70 
Cucuzza,Midway Utility,247,494,498,$358.11 ,$475.00 ,$833.11 
Cucuzza,Miller Pipeline,411,823,808,$596.50 ,$725.00 ,"$1,321.50 "
Cucuzza,Mirra Company,240,480,487,$348.31 ,$475.00 ,$823.31 
Cucuzza,Msr Utility Maintenance (Nga),222,445,451,$322.42 ,$475.00 ,$797.42 
Cucuzza,Mulcare Pipeline Solutions,37,73,147,$53.28 , $-   ,$53.28 
Cucuzza,Mulholland Welding & Fabrication,233,466,470,$337.78 ,$475.00 ,$812.78 
Cucuzza,National Field Service Corporation (Nga),68,137,185,$99.22 , $-   ,$99.22 
Cucuzza,National Fuel,376,753,777,$545.86 ,$475.00 ,"$1,020.86 "
Cucuzza,Network Infrastructure,26,51,86,$37.24 , $-   ,$37.24 
Cucuzza,NEUCO,247,493,498,$357.73 ,$475.00 ,$832.73 
Cucuzza,New Jersey Natural Gas,74,147,200,$106.87 , $-   ,$106.87 
Cucuzza,Ng Advantage,266,532,532,$385.73 ,$475.00 ,$860.73 
Cucuzza,Northeast Gas Association,188,376,388,$272.31 ,$225.00 ,$497.31 
Cucuzza,Northeast Underground (Nga),265,530,540,$384.57 ,$475.00 ,$859.57 
Cucuzza,Norwich Public Utilities,130,261,292,$188.94 ,$225.00 ,$413.94 
Cucuzza,Npl Construction (Nga),98,195,222,$141.46 ,$225.00 ,$366.46 
Cucuzza,Omark Consultants,182,365,385,$264.57 ,$225.00 ,$489.57 
Cucuzza,Orange & Rockland Utilities,66,132,180,$95.53 , $-   ,$95.53 
Cucuzza,Parsons (Nga),52,105,155,$76.07 , $-   ,$76.07 
Cucuzza,Pcm,13,25,91,$18.28 , $-   ,$18.28 
Cucuzza,Pioneer Inspection,266,532,534,$386.03 ,$475.00 ,$861.03 
Cucuzza,Pl-Enerserv,152,305,326,$220.88 ,$225.00 ,$445.88 
Cucuzza,Powell Controls,223,445,456,$322.70 ,$475.00 ,$797.70 
Cucuzza,Power And Construction Group Inc.,342,684,687,$495.81 ,$475.00 ,$970.81 
Cucuzza,"Precision Pipeline Solutions, LLC (PPS)",66,132,193,$95.87 , $-   ,$95.87 
Cucuzza,Premier Infrastructure & Energy,50,100,130,$72.20 , $-   ,$72.20 
Cucuzza,Primoris Distribution Svcs (Nga),359,719,739,$521.17 ,$475.00 ,$996.17 
Cucuzza,Reconn,46,93,126,$67.21 , $-   ,$67.21 
Cucuzza,Rev Lng,253,506,537,$366.78 ,$475.00 ,$841.78 
Cucuzza,Rh White,169,338,352,$244.89 ,$225.00 ,$469.89 
Cucuzza,Rhode Island Energy,188,375,384,$272.14 ,$225.00 ,$497.14 
Cucuzza,Riggs Distler & Co.,291,582,622,$422.10 ,$475.00 ,$897.10 
Cucuzza,Riley Brothers,206,411,436,$298.20 ,$475.00 ,$773.20 
Cucuzza,Rj Devco,211,423,436,$306.46 ,$475.00 ,$781.46 
Cucuzza,Rj Forbes Painting Contractor,189,378,396,$274.01 ,$225.00 ,$499.01 
Cucuzza,Safeway Construction Enterprises,2,5,21,$3.31 , $-   ,$3.31 
Cucuzza,Sargis Associates,104,208,242,$151.13 ,$225.00 ,$376.13 
Cucuzza,Seaford Avenue Corp,31,62,103,$45.06 , $-   ,$45.06 
Cucuzza,Shaun B. Kalba Enterprises,81,163,195,$118.02 , $-   ,$118.02 
Cucuzza,Southern Cross (NGA),32,64,103,$46.73 , $-   ,$46.73 
Cucuzza,Storti Quality Services,34,67,101,$48.83 , $-   ,$48.83 
Cucuzza,Sullivan Trail,242,484,507,$350.72 ,$475.00 ,$825.72 
Cucuzza,T&K Harrington,200,399,432,$289.49 ,$225.00 ,$514.49 
Cucuzza,Tectonic Engineering Consultants,69,137,187,$99.67 , $-   ,$99.67 
Cucuzza,Titanic Underground Contractors Corp. (Nga),77,154,210,$111.53 , $-   ,$111.53 
Cucuzza,Tri-Mont Engineering,227,455,472,$329.77 ,$475.00 ,$804.77 
Cucuzza,Tucker Mechanical Inc,105,211,243,$152.69 ,$225.00 ,$377.69 
Cucuzza,Turner Underground Installations,345,689,689,$499.84 ,$475.00 ,$974.84 
Cucuzza,Ulc Technologies,38,77,108,$55.78 , $-   ,$55.78 
Cucuzza,Unitil,253,505,517,$366.14 ,$475.00 ,$841.14 
Cucuzza,Usic (Nga),326,653,658,$473.35 ,$475.00 ,$948.35 
Cucuzza,Vermont Gas Systems,298,595,657,$431.41 ,$475.00 ,$906.41 
Cucuzza,Wdf,17,33,65,$24.09 , $-   ,$24.09 
Cucuzza,Westfield Gas & Electric,152,305,326,$220.87 ,$225.00 ,$445.87 
Cucuzza,Whispering Pines Development,65,130,188,$94.13 , $-   ,$94.13 
Cucuzza,Whitewater,169,338,351,$244.85 ,$225.00 ,$469.85 
Cucuzza,Wsm Construction,102,205,237,$148.55 ,$225.00 ,$373.55 
Cucuzza,Xpress Natural Gas,222,444,446,$322.02 ,$475.00 ,$797.02 
Cucuzza,Young Management & Consulting,12,25,52,$17.96 , $-   ,$17.96 
Culhane,A And G Industrial Services,237,474,487,$343.87 ,$475.00 ,$818.87 
Culhane,AGI Construction,184,368,394,$266.91 ,$225.00 ,$491.91 
Culhane,Atmospheric Corrosion Specialists,36,73,117,$52.72 , $-   ,$52.72 
Culhane,Avangrid Adams Ma,173,347,417,$251.28 ,$225.00 ,$476.28 
Culhane,Avangrid East Hartford Ct,124,247,265,$179.14 ,$225.00 ,$404.14 
Culhane,Avangrid Rochester Ny,368,735,696,$533.22 ,$475.00 ,"$1,008.22 "
Culhane,Avangrid Trumbull,73,146,174,$105.98 , $-   ,$105.98 
Culhane,Bancker Construction,38,75,93,$54.72 , $-   ,$54.72 
Culhane,Barber Utilities,141,281,307,$203.75 ,$225.00 ,$428.75 
Culhane,Bay State Piping Company Inc. (NGA),221,442,449,$320.29 ,$475.00 ,$795.29 
Culhane,Berkshire Gas,160,320,377,$231.92 ,$225.00 ,$456.92 
Culhane,Bermex Inc,365,730,694,$528.93 ,$475.00 ,"$1,003.93 "
Culhane,Bond Civil Utility,223,446,450,$323.57 ,$475.00 ,$798.57 
Culhane,Burns Construction Co. (Nga),70,139,166,$100.88 , $-   ,$100.88 
Culhane,Burrows Bros Inc.,347,694,688,$503.00 ,$475.00 ,$978.00 
Culhane,C. B. Utility,84,169,198,$122.23 , $-   ,$122.23 
Culhane,Capstone Energy (Nga),392,784,740,$568.37 ,$475.00 ,"$1,043.37 "
Culhane,Centerline Utility Services,377,753,721,$546.01 ,$475.00 ,"$1,021.01 "
Culhane,Centuri,85,170,198,$123.49 , $-   ,$123.49 
Culhane,Certa Cote,41,81,105,$58.83 , $-   ,$58.83 
Culhane,Clarks Back Roads Enterprises (Nga),286,572,560,$414.91 ,$475.00 ,$889.91 
Culhane,Collins Plumbing Corp (Nga),25,50,74,$36.33 , $-   ,$36.33 
Culhane,Composite Technology & Infrastructure,155,310,331,$224.79 ,$225.00 ,$449.79 
Culhane,Con Edison (Nga),24,48,72,$34.96 , $-   ,$34.96 
Culhane,Corning Natural Gas,280,560,540,$406.18 ,$475.00 ,$881.18 
Culhane,Corrtech Corrosion Engineering,197,393,396,$284.97 ,$225.00 ,$509.97 
Culhane,D&G Contractors Inc,113,226,256,$164.03 ,$225.00 ,$389.03 
Culhane,DDS Utilities Cortland,244,488,476,$353.73 ,$475.00 ,$828.73 
Culhane,DDS Utilities West Henrietta,361,723,688,$524.08 ,$475.00 ,$999.08 
Culhane,Dekatherm,282,564,544,$409.15 ,$475.00 ,$884.15 
Culhane,Dte Vantage,270,541,539,$392.03 ,$475.00 ,$867.03 
Culhane,E. Richards Consulting,70,139,166,$100.88 , $-   ,$100.88 
Culhane,E.E. Root,227,454,454,$329.32 ,$475.00 ,$804.32 
Culhane,Elecnor Hawkeye,11,23,54,$16.64 , $-   ,$16.64 
Culhane,Encompass Pipeline,366,731,708,$530.12 ,$475.00 ,"$1,005.12 "
Culhane,Enersite Utility And Site Work Services,243,486,487,$352.26 ,$475.00 ,$827.26 
Culhane,Environmental Construction Inc,55,111,159,$80.38 , $-   ,$80.38 
Culhane,Eversource,188,376,390,$272.61 ,$225.00 ,$497.61 
Culhane,Feeney Brothers,225,450,460,$326.39 ,$475.00 ,$801.39 
Culhane,Ferreira Construction,176,352,360,$255.16 ,$225.00 ,$480.16 
Culhane,Frank Lill & Son,350,701,667,$508.09 ,$475.00 ,$983.09 
Culhane,Geary Mechanical,102,204,241,$147.99 ,$225.00 ,$372.99 
Culhane,Gianfia Corp,39,77,120,$56.18 , $-   ,$56.18 
Culhane,GPL,188,376,406,$272.37 ,$225.00 ,$497.37 
Culhane,Grid One Solutions,123,246,256,$178.24 ,$225.00 ,$403.24 
Culhane,Grotto Plumbing Inc. (Nga),38,77,117,$55.54 , $-   ,$55.54 
Culhane,Heath Consultants (Nga),10,21,74,$14.91 , $-   ,$14.91 
Culhane,Henkels & Mccoy (Nga),111,222,243,$161.28 ,$225.00 ,$386.28 
Culhane,Holyoke Gas & Electric,157,314,332,$227.50 ,$225.00 ,$452.50 
Culhane,Infrasource (Nga),413,826,777,$599.10 ,$725.00 ,"$1,324.10 "
Culhane,Ironwood Heavy Highway,365,731,699,$529.82 ,$475.00 ,"$1,004.82 "
Culhane,J Mullen & Sons,126,252,274,$182.93 ,$225.00 ,$407.93 
Culhane,J. F. Brennan Companies,180,360,371,$261.31 ,$225.00 ,$486.31 
Culhane,Joe Knows Energy,38,76,102,$54.97 , $-   ,$54.97 
Culhane,John Anderson Construction,371,742,749,$537.66 ,$475.00 ,"$1,012.66 "
Culhane,Js Rae,160,320,376,$231.72 ,$225.00 ,$456.72 
Culhane,Kiely Family Of Companies,62,125,151,$90.28 , $-   ,$90.28 
Culhane,Kudlic Bros.,152,303,319,$219.74 ,$225.00 ,$444.74 
Culhane,Labella Associates Dpc,362,725,690,$525.45 ,$475.00 ,"$1,000.45 "
Culhane,Laydon Industries,84,169,198,$122.28 , $-   ,$122.28 
Culhane,Ledge Creek Development Inc,412,824,783,$597.76 ,$725.00 ,"$1,322.76 "
Culhane,Liberty Underground,366,732,696,$530.77 ,$475.00 ,"$1,005.77 "
Culhane,Liberty Utilities-Ma,203,405,415,$293.82 ,$475.00 ,$768.82 
Culhane,Liberty Utilities-Ny,380,761,793,$551.61 ,$475.00 ,"$1,026.61 "
Culhane,Local 1049,51,102,122,$74.02 , $-   ,$74.02 
Culhane,Local 1298,45,90,113,$65.29 , $-   ,$65.29 
Culhane,Local 15,2,4,16,$2.96 , $-   ,$2.96 
Culhane,Local 158,166,332,341,$240.87 ,$225.00 ,$465.87 
Culhane,Local 17,85,170,205,$123.05 , $-   ,$123.05 
Culhane,Local 60,63,127,165,$91.82 , $-   ,$91.82 
Culhane,Local 731,13,26,69,$18.89 , $-   ,$18.89 
Culhane,Lospano Plumbing And Heating,27,54,77,$39.22 , $-   ,$39.22 
Culhane,Maine Natural Gas (Nga),375,749,716,$543.02 ,$475.00 ,"$1,018.02 "
Culhane,Master Plumbers Council Of The City Of New York (Mpc),11,22,38,$15.84 , $-   ,$15.84 
Culhane,Mears Construction (Nga),189,377,374,$273.44 ,$225.00 ,$498.44 
Culhane,Middleborough Gas & Electric (Nga),225,450,456,$326.53 ,$475.00 ,$801.53 
Culhane,Midway Utility,257,513,511,$371.95 ,$475.00 ,$846.95 
Culhane,Miller Pipeline,430,861,796,$624.15 ,$725.00 ,"$1,349.15 "
Culhane,Mirra Company,250,500,500,$362.14 ,$475.00 ,$837.14 
Culhane,Msr Utility Maintenance (Nga),232,464,464,$336.25 ,$475.00 ,$811.25 
Culhane,Mulcare Pipeline Solutions,63,126,156,$91.21 , $-   ,$91.21 
Culhane,Mulholland Welding & Fabrication,242,485,483,$351.60 ,$475.00 ,$826.60 
Culhane,National Field Service Corporation (Nga),85,170,205,$123.05 , $-   ,$123.05 
Culhane,National Fuel,397,794,789,$575.81 ,$475.00 ,"$1,050.81 "
Culhane,Network Infrastructure,18,36,54,$26.46 , $-   ,$26.46 
Culhane,NEUCO,256,512,512,$371.56 ,$475.00 ,$846.56 
Culhane,New Jersey Natural Gas,76,152,168,$110.06 , $-   ,$110.06 
Culhane,Ng Advantage,276,551,545,$399.56 ,$475.00 ,$874.56 
Culhane,Northeast Gas Association,197,395,401,$286.14 ,$225.00 ,$511.14 
Culhane,Northeast Underground (Nga),286,572,551,$414.52 ,$475.00 ,$889.52 
Culhane,Norwich Public Utilities,140,280,305,$202.77 ,$225.00 ,$427.77 
Culhane,Npl Construction (Nga),107,214,236,$155.29 ,$225.00 ,$380.29 
Culhane,Omark Consultants,192,384,398,$278.41 ,$225.00 ,$503.41 
Culhane,Orange & Rockland Utilities,82,165,200,$119.36 , $-   ,$119.36 
Culhane,Parsons (Nga),56,112,136,$81.13 , $-   ,$81.13 
Culhane,Pcm,7,15,42,$10.67 , $-   ,$10.67 
Culhane,Pioneer Inspection,276,552,547,$399.85 ,$475.00 ,$874.85 
Culhane,Pl-Enerserv,162,324,339,$234.70 ,$225.00 ,$459.70 
Culhane,Powell Controls,232,464,469,$336.53 ,$475.00 ,$811.53 
Culhane,Power And Construction Group Inc.,363,725,698,$525.76 ,$475.00 ,"$1,000.76 "
Culhane,"Precision Pipeline Solutions, LLC (PPS)",77,155,210,$112.24 , $-   ,$112.24 
Culhane,Premier Infrastructure & Energy,51,102,122,$74.02 , $-   ,$74.02 
Culhane,Primoris Distribution Svcs (Nga),379,757,728,$548.82 ,$475.00 ,"$1,023.82 "
Culhane,Reconn,45,89,111,$64.58 , $-   ,$64.58 
Culhane,Rev Lng,274,547,549,$396.73 ,$475.00 ,$871.73 
Culhane,Rh White,178,357,365,$258.72 ,$225.00 ,$483.72 
Culhane,Rhode Island Energy,197,394,397,$285.96 ,$225.00 ,$510.96 
Culhane,Riggs Distler & Co.,312,624,634,$452.05 ,$475.00 ,$927.05 
Culhane,Riley Brothers,215,430,449,$312.03 ,$475.00 ,$787.03 
Culhane,Rj Devco,221,442,449,$320.29 ,$475.00 ,$795.29 
Culhane,Rj Forbes Painting Contractor,199,397,409,$287.83 ,$225.00 ,$512.83 
Culhane,Safeway Construction Enterprises,9,18,63,$13.14 , $-   ,$13.14 
Culhane,Sargis Associates,114,228,255,$164.95 ,$225.00 ,$389.95 
Culhane,Seaford Avenue Corp,24,47,71,$34.27 , $-   ,$34.27 
Culhane,Shaun B. Kalba Enterprises,86,171,209,$124.01 , $-   ,$124.01 
Culhane,Southern Cross (NGA),36,73,117,$52.72 , $-   ,$52.72 
Culhane,Storti Quality Services,38,76,115,$54.82 , $-   ,$54.82 
Culhane,Sullivan Trail,263,525,518,$380.67 ,$475.00 ,$855.67 
Culhane,T&K Harrington,220,441,444,$319.44 ,$475.00 ,$794.44 
Culhane,Tectonic Engineering Consultants,85,170,207,$123.50 , $-   ,$123.50 
Culhane,Titanic Underground Contractors Corp. (Nga),93,187,230,$135.36 ,$225.00 ,$360.36 
Culhane,Tri-Mont Engineering,237,474,486,$343.61 ,$475.00 ,$818.61 
Culhane,Tucker Mechanical Inc,115,230,256,$166.52 ,$225.00 ,$391.52 
Culhane,Turner Underground Installations,365,731,700,$529.79 ,$475.00 ,"$1,004.79 "
Culhane,Ulc Technologies,40,79,101,$57.57 , $-   ,$57.57 
Culhane,Unitil,262,524,531,$379.97 ,$475.00 ,$854.97 
Culhane,Usic (Nga),347,694,669,$503.30 ,$475.00 ,$978.30 
Culhane,Vermont Gas Systems,357,713,674,$517.12 ,$475.00 ,$992.12 
Culhane,Wdf,21,42,80,$30.09 , $-   ,$30.09 
Culhane,Westfield Gas & Electric,162,324,339,$234.70 ,$225.00 ,$459.70 
Culhane,Whispering Pines Development,76,152,205,$110.50 , $-   ,$110.50 
Culhane,Whitewater,178,357,364,$258.69 ,$225.00 ,$483.69 
Culhane,Wsm Construction,112,224,250,$162.38 ,$225.00 ,$387.38 
Culhane,Xpress Natural Gas,239,477,466,$345.86 ,$475.00 ,$820.86 
Culhane,Young Management & Consulting,11,22,38,$15.84 , $-   ,$15.84 
Disilvestro,A And G Industrial Services,206,413,411,$299.14 ,$475.00 ,$774.14 
Disilvestro,AGI Construction,153,306,319,$222.17 ,$225.00 ,$447.17 
Disilvestro,Atmospheric Corrosion Specialists,14,27,49,$19.92 , $-   ,$19.92 
Disilvestro,Avangrid Adams Ma,151,301,343,$218.29 ,$225.00 ,$443.29 
Disilvestro,Avangrid East Hartford Ct,91,182,190,$132.07 ,$225.00 ,$357.07 
Disilvestro,Avangrid Rochester Ny,345,691,642,$500.76 ,$475.00 ,$975.76 
Disilvestro,Avangrid Trumbull,40,79,100,$57.32 , $-   ,$57.32 
Disilvestro,Bancker Construction,55,111,133,$80.14 , $-   ,$80.14 
Disilvestro,Barber Utilities,108,216,232,$156.67 ,$225.00 ,$381.67 
Disilvestro,Bay State Piping Company Inc. (NGA),190,380,374,$275.55 ,$225.00 ,$500.55 
Disilvestro,Berkshire Gas,137,274,302,$198.93 ,$225.00 ,$423.93 
Disilvestro,Bermex Inc,342,685,640,$496.47 ,$475.00 ,$971.47 
Disilvestro,Bond Civil Utility,191,381,375,$276.50 ,$225.00 ,$501.50 
Disilvestro,Burns Construction Co. (Nga),39,77,91,$56.14 , $-   ,$56.14 
Disilvestro,Burrows Bros Inc.,325,649,634,$470.55 ,$475.00 ,$945.55 
Disilvestro,C. B. Utility,53,107,122,$77.50 , $-   ,$77.50 
Disilvestro,Capstone Energy (Nga),386,772,730,$559.69 ,$475.00 ,"$1,034.69 "
Disilvestro,Centerline Utility Services,344,688,646,$498.93 ,$475.00 ,$973.93 
Disilvestro,Centuri,55,109,125,$79.10 , $-   ,$79.10 
Disilvestro,Certa Cote,49,98,128,$70.91 , $-   ,$70.91 
Disilvestro,Clarks Back Roads Enterprises (Nga),264,528,506,$382.45 ,$475.00 ,$857.45 
Disilvestro,Collins Plumbing Corp (Nga),9,19,31,$13.75 , $-   ,$13.75 
Disilvestro,Composite Technology & Infrastructure,133,266,263,$192.95 ,$225.00 ,$417.95 
Disilvestro,Con Edison (Nga),17,33,50,$24.16 , $-   ,$24.16 
Disilvestro,Corning Natural Gas,258,515,486,$373.72 ,$475.00 ,$848.72 
Disilvestro,Corrtech Corrosion Engineering,164,328,322,$237.89 ,$225.00 ,$462.89 
Disilvestro,D&G Contractors Inc,85,170,182,$123.16 , $-   ,$123.16 
Disilvestro,DDS Utilities Cortland,222,443,421,$321.28 ,$475.00 ,$796.28 
Disilvestro,DDS Utilities West Henrietta,339,678,634,$491.62 ,$475.00 ,$966.62 
Disilvestro,Dekatherm,260,520,475,$377.32 ,$475.00 ,$852.32 
Disilvestro,Dte Vantage,248,496,484,$359.57 ,$475.00 ,$834.57 
Disilvestro,E. Richards Consulting,39,77,91,$56.14 , $-   ,$56.14 
Disilvestro,E.E. Root,205,409,399,$296.86 ,$475.00 ,$771.86 
Disilvestro,Elecnor Hawkeye,18,36,53,$25.84 , $-   ,$25.84 
Disilvestro,Encompass Pipeline,343,686,654,$497.66 ,$475.00 ,$972.66 
Disilvestro,Enersite Utility And Site Work Services,210,421,412,$305.19 ,$475.00 ,$780.19 
Disilvestro,Environmental Construction Inc,33,67,91,$48.55 , $-   ,$48.55 
