Evaluator,Customer,One-Way Miles,Round-Trip Miles,Drive Time (min),2026 Cost , Bonus , Total 
Rosales,J. F. Brennan Companies,187,374,368,$271.34 , $-   ,$271.34 
Rosales,Joe Knows Energy,71,142,161,$102.97 , $-   ,$102.97 
Rosales,John Anderson Construction,364,728,695,$527.55 , $-   ,$527.55 
Rosales,Js Rae,95,191,251,$138.19 , $-   ,$138.19 
Rosales,Kiely Family Of Companies,114,227,245,$164.71 , $-   ,$164.71 
Rosales,Kudlic Bros.,128,256,260,$185.90 , $-   ,$185.90 
Rosales,Labella Associates Dpc,301,601,559,$435.93 , $-   ,$435.93 
Rosales,Laydon Industries,76,153,195,$110.76 , $-   ,$110.76 
Rosales,Ledge Creek Development Inc,351,701,653,$508.23 , $-   ,$508.23 
Rosales,Liberty Underground,304,609,565,$441.24 , $-   ,$441.24 
Rosales,Liberty Utilities-Ma,210,419,412,$303.85 , $-   ,$303.85 
Rosales,Liberty Utilities-Ny,300,599,628,$434.43 , $-   ,$434.43 
Rosales,Local 1049,123,246,273,$178.02 , $-   ,$178.02 
Rosales,Local 1298,119,238,268,$172.76 , $-   ,$172.76 
Rosales,Local 15,93,186,216,$134.55 , $-   ,$134.55 
Rosales,Local 158,85,171,176,$123.69 , $-   ,$123.69 
Rosales,Local 17,8,16,38,$11.61 , $-   ,$11.61 
Rosales,Local 60,33,65,77,$47.43 , $-   ,$47.43 
Rosales,Local 731,83,167,191,$121.00 , $-   ,$121.00 
Rosales,Lospano Plumbing And Heating,73,146,159,$105.99 , $-   ,$105.99 
Rosales,Maine Natural Gas (Nga),353,706,661,$511.84 , $-   ,$511.84 
Rosales,Master Plumbers Council Of The City Of New York (Mpc),85,171,194,$123.79 , $-   ,$123.79 
Rosales,Mears Construction (Nga),218,436,443,$315.92 , $-   ,$315.92 
Rosales,Middleborough Gas & Electric (Nga),218,436,422,$315.81 , $-   ,$315.81 
Rosales,Midway Utility,235,470,456,$340.76 , $-   ,$340.76 
Rosales,Miller Pipeline,421,842,774,$610.23 , $-   ,$610.23 
Rosales,Mirra Company,228,456,445,$330.96 , $-   ,$330.96 
Rosales,Msr Utility Maintenance (Nga),210,421,409,$305.07 , $-   ,$305.07 
Rosales,Mulcare Pipeline Solutions,60,119,139,$86.55 , $-   ,$86.55 
Rosales,Mulholland Welding & Fabrication,174,348,392,$252.56 , $-   ,$252.56 
Rosales,National Field Service Corporation (Nga),8,16,38,$11.61 , $-   ,$11.61 
Rosales,National Fuel,335,671,659,$486.29 , $-   ,$486.29 
Rosales,Network Infrastructure,99,197,228,$143.07 , $-   ,$143.07 
Rosales,NEUCO,235,469,456,$340.37 , $-   ,$340.37 
Rosales,New Jersey Natural Gas,127,254,263,$184.48 , $-   ,$184.48 
Rosales,Ng Advantage,254,508,490,$368.37 , $-   ,$368.37 
Rosales,Northeast Gas Association,176,352,346,$254.95 , $-   ,$254.95 
Rosales,Northeast Underground (Nga),224,448,421,$325.00 , $-   ,$325.00 
Rosales,Norwich Public Utilities,138,275,278,$199.68 , $-   ,$199.68 
Rosales,Npl Construction (Nga),89,178,189,$129.09 , $-   ,$129.09 
Rosales,Omark Consultants,171,341,343,$247.22 , $-   ,$247.22 
Rosales,Orange & Rockland Utilities,32,63,77,$45.73 , $-   ,$45.73 
Rosales,Parsons (Nga),90,180,183,$130.30 , $-   ,$130.30 
Rosales,Pcm,100,200,251,$144.93 , $-   ,$144.93 
Rosales,Pioneer Inspection,254,509,492,$368.67 , $-   ,$368.67 
Rosales,Pl-Enerserv,125,251,276,$181.82 , $-   ,$181.82 
Rosales,Powell Controls,211,421,414,$305.35 , $-   ,$305.35 
Rosales,Power And Construction Group Inc.,301,602,568,$436.24 , $-   ,$436.24 
Rosales,"Precision Pipeline Solutions, LLC (PPS)",13,26,56,$18.54 , $-   ,$18.54 
Rosales,Premier Infrastructure & Energy,123,246,273,$178.02 , $-   ,$178.02 
Rosales,Primoris Distribution Svcs (Nga),397,794,768,$575.32 , $-   ,$575.32 
Rosales,Reconn,119,239,269,$173.02 , $-   ,$173.02 
Rosales,Rev Lng,212,424,418,$307.21 , $-   ,$307.21 
Rosales,Rh White,157,314,310,$227.53 , $-   ,$227.53 
Rosales,Rhode Island Energy,188,376,370,$272.24 , $-   ,$272.24 
Rosales,Riggs Distler & Co.,294,589,588,$426.88 , $-   ,$426.88 
Rosales,Riley Brothers,208,416,415,$301.35 , $-   ,$301.35 
Rosales,Rj Devco,204,407,400,$295.23 , $-   ,$295.23 
Rosales,Rj Forbes Painting Contractor,199,398,396,$288.21 , $-   ,$288.21 
Rosales,Safeway Construction Enterprises,74,148,190,$107.39 , $-   ,$107.39 
Rosales,Sargis Associates,95,190,203,$137.82 , $-   ,$137.82 
Rosales,Seaford Avenue Corp,104,208,245,$150.89 , $-   ,$150.89 
Rosales,Shaun B. Kalba Enterprises,33,66,82,$47.84 , $-   ,$47.84 
Rosales,Southern Cross (NGA),57,113,127,$82.14 , $-   ,$82.14 
Rosales,Storti Quality Services,54,108,122,$78.60 , $-   ,$78.60 
Rosales,Sullivan Trail,201,402,388,$291.15 , $-   ,$291.15 
Rosales,T&K Harrington,153,306,312,$221.80 , $-   ,$221.80 
Rosales,Tectonic Engineering Consultants,7,15,37,$10.71 , $-   ,$10.71 
Rosales,Titanic Underground Contractors Corp. (Nga),10,19,34,$13.85 , $-   ,$13.85 
Rosales,Tri-Mont Engineering,230,459,451,$332.89 , $-   ,$332.89 
Rosales,Tucker Mechanical Inc,88,176,186,$127.80 , $-   ,$127.80 
Rosales,Turner Underground Installations,304,607,570,$440.26 , $-   ,$440.26 
Rosales,Ulc Technologies,111,223,251,$161.60 , $-   ,$161.60 
Rosales,Unitil,241,481,475,$348.78 , $-   ,$348.78 
Rosales,Usic (Nga),285,571,539,$413.78 , $-   ,$413.78 
Rosales,Vermont Gas Systems,233,466,512,$338.07 , $-   ,$338.07 
Rosales,Wdf,74,149,161,$107.68 , $-   ,$107.68 
Rosales,Westfield Gas & Electric,125,251,276,$181.82 , $-   ,$181.82 
Rosales,Whispering Pines Development,12,24,48,$17.65 , $-   ,$17.65 
Rosales,Whitewater,157,314,309,$227.50 , $-   ,$227.50 
Rosales,Wsm Construction,85,171,180,$123.66 , $-   ,$123.66 
Rosales,Xpress Natural Gas,158,315,301,$228.68 , $-   ,$228.68 
Rosales,Young Management & Consulting,85,171,194,$123.79 , $-   ,$123.79 
Altieri,A And G Industrial Services,322,643,639,$466.33 ,$475.00 ,$941.33 
Altieri,AGI Construction,269,537,546,$389.35 ,$475.00 ,$864.35 
Altieri,Atmospheric Corrosion Specialists,109,219,228,$158.64 ,$225.00 ,$383.64 
Altieri,Avangrid Adams Ma,221,442,498,$320.23 ,$475.00 ,$795.23 
Altieri,Avangrid East Hartford Ct,205,410,412,$296.97 ,$475.00 ,$771.97 
Altieri,Avangrid Rochester Ny,261,521,488,$377.98 ,$475.00 ,$852.98 
Altieri,Avangrid Trumbull,153,307,321,$222.23 ,$225.00 ,$447.23 
Altieri,Bancker Construction,143,286,316,$207.07 ,$225.00 ,$432.07 
Altieri,Barber Utilities,222,444,454,$321.58 ,$475.00 ,$796.58 
Altieri,Bay State Piping Company Inc. (NGA),305,611,601,$442.74 ,$475.00 ,$917.74 
Altieri,Berkshire Gas,208,415,458,$300.88 ,$475.00 ,$775.88 
Altieri,Bermex Inc,258,515,486,$373.69 ,$475.00 ,$848.69 
Altieri,Bond Civil Utility,304,609,596,$441.41 ,$475.00 ,$916.41 
Altieri,Burns Construction Co. (Nga),154,308,318,$223.33 ,$225.00 ,$448.33 
Altieri,Burrows Bros Inc.,240,480,480,$347.77 ,$475.00 ,$822.77 
Altieri,C. B. Utility,169,337,349,$244.67 ,$225.00 ,$469.67 
Altieri,Capstone Energy (Nga),276,551,506,$399.55 ,$475.00 ,$874.55 
Altieri,Centerline Utility Services,458,916,868,$663.84 ,$725.00 ,"$1,388.84 "
Altieri,Centuri,168,337,347,$244.01 ,$225.00 ,$469.01 
Altieri,Certa Cote,136,273,311,$197.84 ,$225.00 ,$422.84 
Altieri,Clarks Back Roads Enterprises (Nga),179,358,352,$259.67 ,$225.00 ,$484.67 
Altieri,Collins Plumbing Corp (Nga),105,211,236,$152.62 ,$225.00 ,$377.62 
Altieri,Composite Technology & Infrastructure,166,332,365,$240.61 ,$225.00 ,$465.61 
Altieri,Con Edison (Nga),100,199,225,$144.40 ,$225.00 ,$369.40 
Altieri,Corning Natural Gas,173,346,332,$250.94 ,$225.00 ,$475.94 
Altieri,Corrtech Corrosion Engineering,278,556,543,$402.80 ,$475.00 ,$877.80 
Altieri,D&G Contractors Inc,178,355,396,$257.46 ,$225.00 ,$482.46 
Altieri,DDS Utilities Cortland,137,274,268,$198.51 ,$225.00 ,$423.51 
Altieri,DDS Utilities West Henrietta,254,509,480,$368.84 ,$475.00 ,$843.84 
Altieri,Dekatherm,199,398,382,$288.72 ,$225.00 ,$513.72 
Altieri,Dte Vantage,163,327,330,$236.80 ,$225.00 ,$461.80 
Altieri,E. Richards Consulting,154,308,318,$223.33 ,$225.00 ,$448.33 
Altieri,E.E. Root,120,240,245,$174.08 ,$225.00 ,$399.08 
Altieri,Elecnor Hawkeye,105,210,235,$152.02 ,$225.00 ,$377.02 
Altieri,Encompass Pipeline,259,517,500,$374.88 ,$475.00 ,$849.88 
Altieri,Enersite Utility And Site Work Services,324,648,634,$470.09 ,$475.00 ,$945.09 
Altieri,Environmental Construction Inc,113,225,238,$163.21 ,$225.00 ,$388.21 
Altieri,Eversource,269,539,537,$390.45 ,$475.00 ,$865.45 
Altieri,Feeney Brothers,306,613,607,$444.21 ,$475.00 ,$919.21 
Altieri,Ferreira Construction,260,521,512,$377.60 ,$475.00 ,$852.60 
Altieri,Frank Lill & Son,243,487,459,$352.85 ,$475.00 ,$827.85 
Altieri,Geary Mechanical,167,333,382,$241.42 ,$225.00 ,$466.42 
Altieri,Gianfia Corp,116,233,246,$168.91 ,$225.00 ,$393.91 
Altieri,GPL,272,545,558,$394.81 ,$475.00 ,$869.81 
Altieri,Grid One Solutions,93,186,204,$135.01 ,$225.00 ,$360.01 
Altieri,Grotto Plumbing Inc. (Nga),118,235,244,$170.63 ,$225.00 ,$395.63 
Altieri,Heath Consultants (Nga),96,193,234,$139.64 ,$225.00 ,$364.64 
Altieri,Henkels & Mccoy (Nga),33,65,101,$47.45 , $-   ,$47.45 
Altieri,Holyoke Gas & Electric,238,476,478,$345.33 ,$475.00 ,$820.33 
Altieri,Infrasource (Nga),297,594,588,$430.84 ,$475.00 ,$905.84 
Altieri,Ironwood Heavy Highway,258,517,491,$374.59 ,$475.00 ,$849.59 
Altieri,J Mullen & Sons,137,274,307,$198.76 ,$225.00 ,$423.76 
Altieri,J. F. Brennan Companies,265,529,523,$383.76 ,$475.00 ,$858.76 
Altieri,Joe Knows Energy,85,171,181,$123.84 , $-   ,$123.84 
Altieri,John Anderson Construction,254,509,516,$368.84 ,$475.00 ,$843.84 
Altieri,Js Rae,207,415,457,$300.68 ,$475.00 ,$775.68 
Altieri,Kiely Family Of Companies,118,236,244,$171.14 ,$225.00 ,$396.14 
Altieri,Kudlic Bros.,233,466,466,$337.57 ,$475.00 ,$812.57 
Altieri,Labella Associates Dpc,255,511,482,$370.22 ,$475.00 ,$845.22 
Altieri,Laydon Industries,169,338,350,$244.72 ,$225.00 ,$469.72 
Altieri,Ledge Creek Development Inc,305,610,575,$442.52 ,$475.00 ,$917.52 
Altieri,Liberty Underground,259,518,488,$375.53 ,$475.00 ,$850.53 
Altieri,Liberty Utilities-Ma,287,574,567,$416.27 ,$475.00 ,$891.27 
Altieri,Liberty Utilities-Ny,332,664,647,$481.65 ,$475.00 ,$956.65 
Altieri,Local 1049,148,297,328,$215.01 ,$225.00 ,$440.01 
Altieri,Local 1298,145,289,323,$209.76 ,$225.00 ,$434.76 
Altieri,Local 15,121,242,265,$175.66 ,$225.00 ,$400.66 
Altieri,Local 158,177,354,375,$256.70 ,$225.00 ,$481.70 
Altieri,Local 17,96,191,240,$138.68 ,$225.00 ,$363.68 
Altieri,Local 60,124,248,288,$179.59 ,$225.00 ,$404.59 
Altieri,Local 731,105,210,245,$152.06 ,$225.00 ,$377.06 
Altieri,Lospano Plumbing And Heating,107,215,238,$155.51 ,$225.00 ,$380.51 
Altieri,Maine Natural Gas (Nga),456,912,863,$660.84 ,$725.00 ,"$1,385.84 "
Altieri,Master Plumbers Council Of The City Of New York (Mpc),111,222,249,$160.78 ,$225.00 ,$385.78 
Altieri,Mears Construction (Nga),117,235,267,$170.35 ,$225.00 ,$395.35 
Altieri,Middleborough Gas & Electric (Nga),310,619,608,$448.97 ,$475.00 ,$923.97 
Altieri,Midway Utility,338,676,658,$489.77 ,$475.00 ,$964.77 
Altieri,Miller Pipeline,322,644,587,$466.58 ,$475.00 ,$941.58 
Altieri,Mirra Company,331,662,646,$479.96 ,$475.00 ,$954.96 
Altieri,Msr Utility Maintenance (Nga),313,626,611,$454.07 ,$475.00 ,$929.07 
Altieri,Mulcare Pipeline Solutions,68,136,158,$98.42 , $-   ,$98.42 
Altieri,Mulholland Welding & Fabrication,266,532,591,$385.57 ,$475.00 ,$860.57 
Altieri,National Field Service Corporation (Nga),96,191,240,$138.68 ,$225.00 ,$363.68 
Altieri,National Fuel,290,580,581,$420.57 ,$475.00 ,$895.57 
Altieri,Network Infrastructure,124,248,282,$180.07 ,$225.00 ,$405.07 
Altieri,NEUCO,338,675,658,$489.38 ,$475.00 ,$964.38 
Altieri,New Jersey Natural Gas,132,263,261,$190.91 ,$225.00 ,$415.91 
Altieri,Ng Advantage,357,714,691,$517.39 ,$475.00 ,$992.39 
Altieri,Northeast Gas Association,279,557,548,$403.96 ,$475.00 ,$878.96 
Altieri,Northeast Underground (Nga),179,358,343,$259.29 ,$225.00 ,$484.29 
Altieri,Norwich Public Utilities,224,449,457,$325.22 ,$475.00 ,$800.22 
Altieri,Npl Construction (Nga),190,380,385,$275.80 ,$225.00 ,$500.80 
Altieri,Omark Consultants,273,547,544,$396.23 ,$475.00 ,$871.23 
Altieri,Orange & Rockland Utilities,82,164,214,$119.20 , $-   ,$119.20 
Altieri,Parsons (Nga),74,147,154,$106.73 , $-   ,$106.73 
Altieri,Pcm,120,241,275,$174.57 ,$225.00 ,$399.57 
Altieri,Pioneer Inspection,357,714,693,$517.68 ,$475.00 ,$992.68 
Altieri,Pl-Enerserv,233,466,477,$338.13 ,$475.00 ,$813.13 
Altieri,Powell Controls,313,627,615,$454.36 ,$475.00 ,$929.36 
Altieri,Power And Construction Group Inc.,256,511,490,$370.53 ,$475.00 ,$845.53 
Altieri,"Precision Pipeline Solutions, LLC (PPS)",98,197,250,$142.49 ,$225.00 ,$367.49 
Altieri,Premier Infrastructure & Energy,148,297,328,$215.01 ,$225.00 ,$440.01 
Altieri,Primoris Distribution Svcs (Nga),306,611,582,$443.03 ,$475.00 ,$918.03 
Altieri,Reconn,145,290,324,$210.03 ,$225.00 ,$435.03 
Altieri,Rev Lng,172,345,339,$249.98 ,$225.00 ,$474.98 
Altieri,Rh White,260,519,511,$376.55 ,$475.00 ,$851.55 
Altieri,Rhode Island Energy,282,563,549,$408.41 ,$475.00 ,$883.41 
Altieri,Riggs Distler & Co.,195,391,400,$283.23 ,$225.00 ,$508.23 
Altieri,Riley Brothers,300,599,601,$434.47 ,$475.00 ,$909.47 
Altieri,Rj Devco,305,611,601,$442.74 ,$475.00 ,$917.74 
Altieri,Rj Forbes Painting Contractor,283,566,561,$410.28 ,$475.00 ,$885.28 
Altieri,Safeway Construction Enterprises,98,196,235,$141.98 ,$225.00 ,$366.98 
Altieri,Sargis Associates,195,390,401,$282.78 ,$225.00 ,$507.78 
Altieri,Seaford Avenue Corp,130,259,300,$187.89 ,$225.00 ,$412.89 
Altieri,Shaun B. Kalba Enterprises,124,248,292,$180.00 ,$225.00 ,$405.00 
Altieri,Southern Cross (NGA),109,219,228,$158.64 ,$225.00 ,$383.64 
Altieri,Storti Quality Services,115,231,242,$167.36 ,$225.00 ,$392.36 
Altieri,Sullivan Trail,155,311,310,$225.44 ,$225.00 ,$450.44 
Altieri,T&K Harrington,113,226,235,$164.20 ,$225.00 ,$389.20 
Altieri,Tectonic Engineering Consultants,96,192,239,$138.95 ,$225.00 ,$363.95 
Altieri,Titanic Underground Contractors Corp. (Nga),100,200,252,$144.82 ,$225.00 ,$369.82 
Altieri,Tri-Mont Engineering,321,643,638,$466.05 ,$475.00 ,$941.05 
Altieri,Tucker Mechanical Inc,179,359,396,$259.96 ,$225.00 ,$484.96 
Altieri,Turner Underground Installations,258,517,492,$374.55 ,$475.00 ,$849.55 
Altieri,Ulc Technologies,137,274,306,$198.60 ,$225.00 ,$423.60 
Altieri,Unitil,343,687,677,$497.79 ,$475.00 ,$972.79 
Altieri,Usic (Nga),240,480,461,$348.07 ,$475.00 ,$823.07 
Altieri,Vermont Gas Systems,325,650,711,$471.07 ,$475.00 ,$946.07 
Altieri,Wdf,106,212,239,$153.42 ,$225.00 ,$378.42 
Altieri,Westfield Gas & Electric,233,466,477,$338.13 ,$475.00 ,$813.13 
Altieri,Whispering Pines Development,98,196,247,$142.23 ,$225.00 ,$367.23 
Altieri,Whitewater,260,519,511,$376.51 ,$475.00 ,$851.51 
Altieri,Wsm Construction,176,353,391,$255.81 ,$225.00 ,$480.81 
Altieri,Xpress Natural Gas,200,400,431,$290.02 ,$475.00 ,$765.02 
Altieri,Young Management & Consulting,111,222,249,$160.78 ,$225.00 ,$385.78 
Bobcomb,A And G Industrial Services,320,640,631,$464.03 ,$475.00 ,$939.03 
Bobcomb,AGI Construction,270,540,541,$391.84 ,$475.00 ,$866.84 
Bobcomb,Atmospheric Corrosion Specialists,111,222,223,$161.12 ,$225.00 ,$386.12 
Bobcomb,Avangrid Adams Ma,220,440,467,$318.94 ,$475.00 ,$793.94 
Bobcomb,Avangrid East Hartford Ct,191,382,387,$277.17 ,$225.00 ,$502.17 
Bobcomb,Avangrid Rochester Ny,251,501,456,$363.34 ,$475.00 ,$838.34 
Bobcomb,Avangrid Trumbull,155,310,316,$224.71 ,$225.00 ,$449.71 
Bobcomb,Bancker Construction,145,289,311,$209.55 ,$225.00 ,$434.55 
Bobcomb,Barber Utilities,209,419,431,$303.43 ,$475.00 ,$778.43 
Bobcomb,Bay State Piping Company Inc. (NGA),294,588,578,$426.10 ,$475.00 ,$901.10 
Bobcomb,Berkshire Gas,207,413,426,$299.58 ,$475.00 ,$774.58 
Bobcomb,Bermex Inc,248,495,454,$359.06 ,$475.00 ,$834.06 
Bobcomb,Bond Civil Utility,292,584,573,$423.25 ,$475.00 ,$898.25 
Bobcomb,Burns Construction Co. (Nga),156,311,313,$225.82 ,$225.00 ,$450.82 
Bobcomb,Burrows Bros Inc.,230,459,448,$333.13 ,$475.00 ,$808.13 
Bobcomb,C. B. Utility,170,341,345,$247.16 ,$225.00 ,$472.16 
Bobcomb,Capstone Energy (Nga),275,550,506,$398.78 ,$475.00 ,$873.78 
Bobcomb,Centerline Utility Services,445,891,845,$645.69 ,$725.00 ,"$1,370.69 "
Bobcomb,Centuri,170,340,342,$246.49 ,$225.00 ,$471.49 
Bobcomb,Certa Cote,138,276,306,$200.32 ,$225.00 ,$425.32 
Bobcomb,Clarks Back Roads Enterprises (Nga),169,338,320,$245.04 ,$225.00 ,$470.04 
Bobcomb,Collins Plumbing Corp (Nga),107,214,231,$155.10 ,$225.00 ,$380.10 
Bobcomb,Composite Technology & Infrastructure,165,330,333,$239.32 ,$225.00 ,$464.32 
Bobcomb,Con Edison (Nga),101,203,220,$146.88 ,$225.00 ,$371.88 
Bobcomb,Corning Natural Gas,163,326,300,$236.31 ,$225.00 ,$461.31 
Bobcomb,Corrtech Corrosion Engineering,265,531,520,$384.65 ,$475.00 ,$859.65 
Bobcomb,D&G Contractors Inc,177,353,364,$256.17 ,$225.00 ,$481.17 
Bobcomb,DDS Utilities Cortland,127,254,236,$183.87 ,$225.00 ,$408.87 
Bobcomb,DDS Utilities West Henrietta,244,489,448,$354.21 ,$475.00 ,$829.21 
Bobcomb,Dekatherm,189,378,350,$274.09 ,$225.00 ,$499.09 
Bobcomb,Dte Vantage,153,306,299,$222.16 ,$225.00 ,$447.16 
Bobcomb,E. Richards Consulting,156,311,313,$225.82 ,$225.00 ,$450.82 
Bobcomb,E.E. Root,110,220,214,$159.44 ,$225.00 ,$384.44 
Bobcomb,Elecnor Hawkeye,107,213,230,$154.50 ,$225.00 ,$379.50 
Bobcomb,Encompass Pipeline,248,497,468,$360.25 ,$475.00 ,$835.25 
Bobcomb,Enersite Utility And Site Work Services,312,623,611,$451.94 ,$475.00 ,$926.94 
Bobcomb,Environmental Construction Inc,114,229,233,$165.70 ,$225.00 ,$390.70 
Bobcomb,Eversource,257,514,514,$372.30 ,$475.00 ,$847.30 
Bobcomb,Feeney Brothers,294,588,584,$426.07 ,$475.00 ,$901.07 
Bobcomb,Ferreira Construction,262,524,507,$380.08 ,$475.00 ,$855.08 
Bobcomb,Frank Lill & Son,233,467,427,$338.21 ,$475.00 ,$813.21 
Bobcomb,Geary Mechanical,166,331,350,$240.13 ,$225.00 ,$465.13 
Bobcomb,Gianfia Corp,118,236,241,$171.39 ,$225.00 ,$396.39 
Bobcomb,GPL,271,541,533,$392.28 ,$475.00 ,$867.28 
Bobcomb,Grid One Solutions,100,200,208,$144.83 ,$225.00 ,$369.83 
Bobcomb,Grotto Plumbing Inc. (Nga),119,239,239,$173.12 ,$225.00 ,$398.12 
Bobcomb,Heath Consultants (Nga),98,196,229,$142.13 ,$225.00 ,$367.13 
Bobcomb,Henkels & Mccoy (Nga),43,87,110,$62.85 , $-   ,$62.85 
Bobcomb,Holyoke Gas & Electric,224,448,452,$324.52 ,$475.00 ,$799.52 
Bobcomb,Infrasource (Nga),297,593,588,$430.07 ,$475.00 ,$905.07 
Bobcomb,Ironwood Heavy Highway,248,496,459,$359.96 ,$475.00 ,$834.96 
Bobcomb,J Mullen & Sons,136,272,276,$197.47 ,$225.00 ,$422.47 
Bobcomb,J. F. Brennan Companies,266,533,518,$386.24 ,$475.00 ,$861.24 
Bobcomb,Joe Knows Energy,87,174,176,$126.32 , $-   ,$126.32 
Bobcomb,John Anderson Construction,254,508,516,$368.07 ,$475.00 ,$843.07 
Bobcomb,Js Rae,206,413,425,$299.39 ,$475.00 ,$774.39 
Bobcomb,Kiely Family Of Companies,126,252,253,$182.86 ,$225.00 ,$407.86 
Bobcomb,Kudlic Bros.,218,437,439,$316.77 ,$475.00 ,$791.77 
Bobcomb,Labella Associates Dpc,245,490,450,$355.58 ,$475.00 ,$830.58 
Bobcomb,Laydon Industries,170,341,345,$247.20 ,$225.00 ,$472.20 
Bobcomb,Ledge Creek Development Inc,295,590,543,$427.88 ,$475.00 ,$902.88 
Bobcomb,Liberty Underground,249,498,456,$360.89 ,$475.00 ,$835.89 
Bobcomb,Liberty Utilities-Ma,289,578,562,$418.75 ,$475.00 ,$893.75 
Bobcomb,Liberty Utilities-Ny,322,644,615,$467.01 ,$475.00 ,$942.01 
Bobcomb,Local 1049,150,300,323,$217.50 ,$225.00 ,$442.50 
Bobcomb,Local 1298,146,293,318,$212.24 ,$225.00 ,$437.24 
Bobcomb,Local 15,123,246,260,$178.14 ,$225.00 ,$403.14 
Bobcomb,Local 158,176,352,343,$255.41 ,$225.00 ,$480.41 
Bobcomb,Local 17,95,190,208,$137.39 ,$225.00 ,$362.39 
Bobcomb,Local 60,123,246,256,$178.30 ,$225.00 ,$403.30 
Bobcomb,Local 731,107,213,240,$154.54 ,$225.00 ,$379.54 
Bobcomb,Lospano Plumbing And Heating,109,218,233,$157.99 ,$225.00 ,$382.99 
Bobcomb,Maine Natural Gas (Nga),443,886,840,$642.70 ,$725.00 ,"$1,367.70 "
Bobcomb,Master Plumbers Council Of The City Of New York (Mpc),113,225,244,$163.27 ,$225.00 ,$388.27 
Bobcomb,Mears Construction (Nga),124,249,271,$180.18 ,$225.00 ,$405.18 
Bobcomb,Middleborough Gas & Electric (Nga),308,616,601,$446.68 ,$475.00 ,$921.68 
Bobcomb,Midway Utility,325,651,635,$471.63 ,$475.00 ,$946.63 
Bobcomb,Miller Pipeline,321,643,587,$465.81 ,$475.00 ,$940.81 
Bobcomb,Mirra Company,318,637,624,$461.82 ,$475.00 ,$936.82 
Bobcomb,Msr Utility Maintenance (Nga),301,601,588,$435.93 ,$475.00 ,$910.93 
Bobcomb,Mulcare Pipeline Solutions,70,139,154,$100.91 , $-   ,$100.91 
Bobcomb,Mulholland Welding & Fabrication,265,530,559,$384.28 ,$475.00 ,$859.28 
Bobcomb,National Field Service Corporation (Nga),95,190,208,$137.39 ,$225.00 ,$362.39 
Bobcomb,National Fuel,280,560,549,$405.93 ,$475.00 ,$880.93 
Bobcomb,Network Infrastructure,126,252,277,$182.56 ,$225.00 ,$407.56 
Bobcomb,NEUCO,325,650,635,$471.24 ,$475.00 ,$946.24 
Bobcomb,New Jersey Natural Gas,140,280,271,$202.64 ,$225.00 ,$427.64 
Bobcomb,Ng Advantage,344,689,669,$499.24 ,$475.00 ,$974.24 
Bobcomb,Northeast Gas Association,266,532,525,$385.82 ,$475.00 ,$860.82 
Bobcomb,Northeast Underground (Nga),169,337,311,$244.65 ,$225.00 ,$469.65 
Bobcomb,Norwich Public Utilities,226,452,452,$327.70 ,$475.00 ,$802.70 
Bobcomb,Npl Construction (Nga),179,359,368,$259.96 ,$225.00 ,$484.96 
Bobcomb,Omark Consultants,261,522,521,$378.09 ,$475.00 ,$853.09 
Bobcomb,Orange & Rockland Utilities,81,163,182,$117.91 , $-   ,$117.91 
Bobcomb,Parsons (Nga),84,168,163,$122.13 , $-   ,$122.13 
Bobcomb,Pcm,122,244,270,$177.05 ,$225.00 ,$402.05 
Bobcomb,Pioneer Inspection,345,689,670,$499.53 ,$475.00 ,$974.53 
Bobcomb,Pl-Enerserv,232,465,446,$336.84 ,$475.00 ,$811.84 
Bobcomb,Powell Controls,301,602,592,$436.21 ,$475.00 ,$911.21 
Bobcomb,Power And Construction Group Inc.,245,491,458,$355.89 ,$475.00 ,$830.89 
Bobcomb,"Precision Pipeline Solutions, LLC (PPS)",97,195,218,$141.20 ,$225.00 ,$366.20 
Bobcomb,Premier Infrastructure & Energy,150,300,323,$217.50 ,$225.00 ,$442.50 
Bobcomb,Primoris Distribution Svcs (Nga),305,610,582,$442.26 ,$475.00 ,$917.26 
Bobcomb,Reconn,147,293,319,$212.50 ,$225.00 ,$437.50 
Bobcomb,Rev Lng,156,313,309,$226.86 ,$225.00 ,$451.86 
Bobcomb,Rh White,247,494,489,$358.40 ,$475.00 ,$833.40 
Bobcomb,Rhode Island Energy,283,567,544,$410.89 ,$475.00 ,$885.89 
Bobcomb,Riggs Distler & Co.,195,390,400,$282.46 ,$225.00 ,$507.46 
Bobcomb,Riley Brothers,298,596,594,$432.22 ,$475.00 ,$907.22 
Bobcomb,Rj Devco,294,588,578,$426.10 ,$475.00 ,$901.10 
Bobcomb,Rj Forbes Painting Contractor,285,569,556,$412.76 ,$475.00 ,$887.76 
Bobcomb,Safeway Construction Enterprises,100,199,230,$144.46 ,$225.00 ,$369.46 
Bobcomb,Sargis Associates,185,371,382,$268.69 ,$225.00 ,$493.69 
Bobcomb,Seaford Avenue Corp,131,263,295,$190.37 ,$225.00 ,$415.37 
Bobcomb,Shaun B. Kalba Enterprises,123,246,261,$178.70 ,$225.00 ,$403.70 
Bobcomb,Southern Cross (NGA),111,222,223,$161.12 ,$225.00 ,$386.12 
Bobcomb,Storti Quality Services,117,234,237,$169.85 ,$225.00 ,$394.85 
Bobcomb,Sullivan Trail,145,291,278,$210.80 ,$225.00 ,$435.80 
