Evaluator,Customer,One-Way Miles,Round-Trip Miles,Drive Time (min), 2026 Cost , Bonus , Total 
Rosales,Whispering Pines Development,12.18,24.35,48.4, $17.65 , $-   , $17.65 
Rosales,Whitewater,156.9,313.79,309.2, $227.50 , $-   , $452.50 
Rosales,Wsm Construction,85.28,170.56,180, $123.66 , $-   , $123.66 
Rosales,Xpress Natural Gas,157.71,315.42,300.9, $228.68 , $-   , $453.68 
Rosales,Young Management & Consulting,85.37,170.74,194.3, $123.79 , $-   , $123.79 
Altieri,A And G Industrial Services,321.6,643.21,638.5, $466.33 , $475.00 , $941.33 
Altieri,AGI Construction,268.52,537.04,546.3, $389.35 , $475.00 , $864.35 
Altieri,Atmospheric Corrosion Specialists,109.41,218.81,227.8, $158.64 , $225.00 , $383.64 
Altieri,Avangrid Adams Ma,220.85,441.7,498.3, $320.23 , $475.00 , $795.23 
Altieri,Avangrid East Hartford Ct,204.81,409.61,411.5, $296.97 , $475.00 , $771.97 
Altieri,Avangrid Rochester Ny,260.68,521.35,487.8, $377.98 , $475.00 , $852.98 
Altieri,Avangrid Trumbull,153.26,306.52,321.1, $222.23 , $225.00 , $447.23 
Altieri,Bancker Construction,142.81,285.61,316, $207.07 , $225.00 , $432.07 
Altieri,Barber Utilities,221.78,443.56,453.8, $321.58 , $475.00 , $796.58 
Altieri,Bay State Piping Company Inc. (NGA),305.33,610.67,601.4, $442.74 , $475.00 , $917.74 
Altieri,Berkshire Gas,207.5,415,458.2, $300.88 , $475.00 , $775.88 
Altieri,Bermex Inc,257.72,515.44,485.9, $373.69 , $475.00 , $848.69 
Altieri,Bond Civil Utility,304.42,608.84,596.2, $441.41 , $475.00 , $916.41 
Altieri,Burns Construction Co. (Nga),154.02,308.04,318.4, $223.33 , $225.00 , $448.33 
Altieri,Burrows Bros Inc.,239.84,479.68,479.7, $347.77 , $475.00 , $822.77 
Altieri,C. B. Utility,168.74,337.48,349.4, $244.67 , $225.00 , $469.67 
Altieri,Capstone Energy (Nga),275.55,551.1,506.3, $399.55 , $475.00 , $874.55 
Altieri,Centerline Utility Services,457.82,915.64,867.6, $663.84 , $725.00 ," $1,388.84 "
Altieri,Centuri,168.28,336.57,346.6, $244.01 , $225.00 , $469.01 
Altieri,Certa Cote,136.44,272.88,311.2, $197.84 , $225.00 , $422.84 
Altieri,Clarks Back Roads Enterprises (Nga),179.08,358.17,351.9, $259.67 , $225.00 , $484.67 
Altieri,Collins Plumbing Corp (Nga),105.25,210.51,235.5, $152.62 , $225.00 , $377.62 
Altieri,Composite Technology & Infrastructure,165.94,331.88,364.7, $240.61 , $225.00 , $465.61 
Altieri,Con Edison (Nga),99.58,199.17,224.8, $144.40 , $225.00 , $369.40 
Altieri,Corning Natural Gas,173.06,346.13,331.8, $250.94 , $225.00 , $475.94 
Altieri,Corrtech Corrosion Engineering,277.79,555.59,542.9, $402.80 , $475.00 , $877.80 
Altieri,D&G Contractors Inc,177.56,355.12,396.2, $257.46 , $225.00 , $482.46 
Altieri,DDS Utilities Cortland,136.9,273.8,267.6, $198.51 , $225.00 , $423.51 
Altieri,DDS Utilities West Henrietta,254.38,508.75,479.7, $368.84 , $475.00 , $843.84 
Altieri,Dekatherm,199.12,398.24,381.5, $288.72 , $225.00 , $513.72 
Altieri,Dte Vantage,163.31,326.62,330.3, $236.80 , $225.00 , $461.80 
Altieri,E. Richards Consulting,154.02,308.04,318.4, $223.33 , $225.00 , $448.33 
Altieri,E.E. Root,120.06,240.11,245.3, $174.08 , $225.00 , $399.08 
Altieri,Elecnor Hawkeye,104.84,209.68,235.3, $152.02 , $225.00 , $377.02 
Altieri,Encompass Pipeline,258.54,517.08,499.8, $374.88 , $475.00 , $849.88 
Altieri,Enersite Utility And Site Work Services,324.2,648.4,633.7, $470.09 , $475.00 , $945.09 
Altieri,Environmental Construction Inc,112.56,225.12,238, $163.21 , $225.00 , $388.21 
Altieri,Eversource,269.27,538.55,536.7, $390.45 , $475.00 , $865.45 
Altieri,Feeney Brothers,306.35,612.71,606.8, $444.21 , $475.00 , $919.21 
Altieri,Ferreira Construction,260.41,520.83,511.9, $377.60 , $475.00 , $852.60 
Altieri,Frank Lill & Son,243.35,486.69,459, $352.85 , $475.00 , $827.85 
Altieri,Geary Mechanical,166.5,333,381.7, $241.42 , $225.00 , $466.42 
Altieri,Gianfia Corp,116.49,232.98,246, $168.91 , $225.00 , $393.91 
Altieri,GPL,272.29,544.57,558.4, $394.81 , $475.00 , $869.81 
Altieri,Grid One Solutions,93.11,186.22,204.2, $135.01 , $225.00 , $360.01 
Altieri,Grotto Plumbing Inc. (Nga),117.68,235.35,244.2, $170.63 , $225.00 , $395.63 
Altieri,Heath Consultants (Nga),96.31,192.61,233.9, $139.64 , $225.00 , $364.64 
Altieri,Henkels & Mccoy (Nga),32.73,65.45,101, $47.45 , $-   , $47.45 
Altieri,Holyoke Gas & Electric,238.16,476.32,478.4, $345.33 , $475.00 , $820.33 
Altieri,Infrasource (Nga),297.13,594.26,588.2, $430.84 , $475.00 , $905.84 
Altieri,Ironwood Heavy Highway,258.34,516.68,491.1, $374.59 , $475.00 , $849.59 
Altieri,J Mullen & Sons,137.07,274.15,307.4, $198.76 , $225.00 , $423.76 
Altieri,J. F. Brennan Companies,264.66,529.33,522.7, $383.76 , $475.00 , $858.76 
Altieri,Joe Knows Energy,85.4,170.81,180.9, $123.84 , $-   , $123.84 
Altieri,John Anderson Construction,254.37,508.74,516.2, $368.84 , $475.00 , $843.84 
Altieri,Js Rae,207.37,414.73,456.7, $300.68 , $475.00 , $775.68 
Altieri,Kiely Family Of Companies,118.03,236.06,243.5, $171.14 , $225.00 , $396.14 
Altieri,Kudlic Bros.,232.81,465.61,465.6, $337.57 , $475.00 , $812.57 
Altieri,Labella Associates Dpc,255.32,510.65,481.6, $370.22 , $475.00 , $845.22 
Altieri,Laydon Industries,168.77,337.55,349.6, $244.72 , $225.00 , $469.72 
Altieri,Ledge Creek Development Inc,305.19,610.37,574.7, $442.52 , $475.00 , $917.52 
Altieri,Liberty Underground,258.98,517.97,487.5, $375.53 , $475.00 , $850.53 
Altieri,Liberty Utilities-Ma,287.08,574.16,567.3, $416.27 , $475.00 , $891.27 
Altieri,Liberty Utilities-Ny,332.17,664.34,646.9, $481.65 , $475.00 , $956.65 
Altieri,Local 1049,148.29,296.57,327.6, $215.01 , $225.00 , $440.01 
Altieri,Local 1298,144.66,289.32,322.9, $209.76 , $225.00 , $434.76 
Altieri,Local 15,121.14,242.29,265.3, $175.66 , $225.00 , $400.66 
Altieri,Local 158,177.03,354.07,374.5, $256.70 , $225.00 , $481.70 
Altieri,Local 17,95.64,191.28,239.9, $138.68 , $225.00 , $363.68 
Altieri,Local 60,123.85,247.71,287.7, $179.59 , $225.00 , $404.59 
Altieri,Local 731,104.87,209.74,244.8, $152.06 , $225.00 , $377.06 
Altieri,Lospano Plumbing And Heating,107.25,214.5,238.1, $155.51 , $225.00 , $380.51 
Altieri,Maine Natural Gas (Nga),455.76,911.51,862.6, $660.84 , $725.00 ," $1,385.84 "
Altieri,Master Plumbers Council Of The City Of New York (Mpc),110.89,221.77,248.9, $160.78 , $225.00 , $385.78 
Altieri,Mears Construction (Nga),117.48,234.96,267.2, $170.35 , $225.00 , $395.35 
Altieri,Middleborough Gas & Electric (Nga),309.64,619.27,608.1, $448.97 , $475.00 , $923.97 
Altieri,Midway Utility,337.77,675.55,657.7, $489.77 , $475.00 , $964.77 
Altieri,Miller Pipeline,321.78,643.56,587, $466.58 , $475.00 , $941.58 
Altieri,Mirra Company,331.01,662.02,646.4, $479.96 , $475.00 , $954.96 
Altieri,Msr Utility Maintenance (Nga),313.16,626.31,610.8, $454.07 , $475.00 , $929.07 
Altieri,Mulcare Pipeline Solutions,67.88,135.75,158.4, $98.42 , $-   , $98.42 
Altieri,Mulholland Welding & Fabrication,265.91,531.82,590.6, $385.57 , $475.00 , $860.57 
Altieri,National Field Service Corporation (Nga),95.64,191.28,239.9, $138.68 , $225.00 , $363.68 
Altieri,National Fuel,290.05,580.1,580.6, $420.57 , $475.00 , $895.57 
Altieri,Network Infrastructure,124.19,248.37,282.2, $180.07 , $225.00 , $405.07 
Altieri,NEUCO,337.51,675.01,658, $489.38 , $475.00 , $964.38 
Altieri,New Jersey Natural Gas,131.67,263.33,261.1, $190.91 , $225.00 , $415.91 
Altieri,Ng Advantage,356.82,713.64,691.4, $517.39 , $475.00 , $992.39 
Altieri,Northeast Gas Association,278.6,557.19,547.8, $403.96 , $475.00 , $878.96 
Altieri,Northeast Underground (Nga),178.82,357.64,343, $259.29 , $225.00 , $484.29 
Altieri,Norwich Public Utilities,224.29,448.58,457.2, $325.22 , $475.00 , $800.22 
Altieri,Npl Construction (Nga),190.21,380.42,384.5, $275.80 , $225.00 , $500.80 
Altieri,Omark Consultants,273.26,546.53,544.2, $396.23 , $475.00 , $871.23 
Altieri,Orange & Rockland Utilities,82.21,164.42,214.2, $119.20 , $-   , $119.20 
Altieri,Parsons (Nga),73.61,147.22,154.3, $106.73 , $-   , $106.73 
Altieri,Pcm,120.39,240.78,275.4, $174.57 , $225.00 , $399.57 
Altieri,Pioneer Inspection,357.02,714.04,693.1, $517.68 , $475.00 , $992.68 
Altieri,Pl-Enerserv,233.19,466.38,477.3, $338.13 , $475.00 , $813.13 
Altieri,Powell Controls,313.35,626.71,615.2, $454.36 , $475.00 , $929.36 
Altieri,Power And Construction Group Inc.,255.54,511.07,489.9, $370.53 , $475.00 , $845.53 
Altieri,"Precision Pipeline Solutions, LLC (PPS)",98.27,196.54,249.5, $142.49 , $225.00 , $367.49 
Altieri,Premier Infrastructure & Energy,148.29,296.57,327.6, $215.01 , $225.00 , $440.01 
Altieri,Primoris Distribution Svcs (Nga),305.54,611.08,582.2, $443.03 , $475.00 , $918.03 
Altieri,Reconn,144.84,289.69,323.8, $210.03 , $225.00 , $435.03 
Altieri,Rev Lng,172.4,344.8,338.9, $249.98 , $225.00 , $474.98 
Altieri,Rh White,259.69,519.38,511.4, $376.55 , $475.00 , $851.55 
Altieri,Rhode Island Energy,281.66,563.32,548.9, $408.41 , $475.00 , $883.41 
Altieri,Riggs Distler & Co.,195.33,390.66,400.4, $283.23 , $225.00 , $508.23 
Altieri,Riley Brothers,299.64,599.27,601.2, $434.47 , $475.00 , $909.47 
Altieri,Rj Devco,305.33,610.67,601.4, $442.74 , $475.00 , $917.74 
Altieri,Rj Forbes Painting Contractor,282.95,565.91,561, $410.28 , $475.00 , $885.28 
Altieri,Safeway Construction Enterprises,97.92,195.83,235.4, $141.98 , $225.00 , $366.98 
Altieri,Sargis Associates,195.02,390.04,401.3, $282.78 , $225.00 , $507.78 
Altieri,Seaford Avenue Corp,129.58,259.16,299.6, $187.89 , $225.00 , $412.89 
Altieri,Shaun B. Kalba Enterprises,124.13,248.27,292.3, $180.00 , $225.00 , $405.00 
Altieri,Southern Cross (NGA),109.41,218.81,227.8, $158.64 , $225.00 , $383.64 
Altieri,Storti Quality Services,115.42,230.84,241.7, $167.36 , $225.00 , $392.36 
Altieri,Sullivan Trail,155.47,310.95,309.8, $225.44 , $225.00 , $450.44 
Altieri,T&K Harrington,113.24,226.48,235.2, $164.20 , $225.00 , $389.20 
Altieri,Tectonic Engineering Consultants,95.83,191.66,238.5, $138.95 , $225.00 , $363.95 
Altieri,Titanic Underground Contractors Corp. (Nga),99.88,199.75,252.2, $144.82 , $225.00 , $369.82 
Altieri,Tri-Mont Engineering,321.41,642.83,637.5, $466.05 , $475.00 , $941.05 
Altieri,Tucker Mechanical Inc,179.28,358.56,396.4, $259.96 , $225.00 , $484.96 
Altieri,Turner Underground Installations,258.31,516.62,492.1, $374.55 , $475.00 , $849.55 
Altieri,Ulc Technologies,136.96,273.93,305.8, $198.60 , $225.00 , $423.60 
Altieri,Unitil,343.31,686.61,677, $497.79 , $475.00 , $972.79 
Altieri,Usic (Nga),240.04,480.09,461, $348.07 , $475.00 , $823.07 
Altieri,Vermont Gas Systems,324.88,649.75,710.6, $471.07 , $475.00 , $946.07 
Altieri,Wdf,105.81,211.62,239.2, $153.42 , $225.00 , $378.42 
Altieri,Westfield Gas & Electric,233.19,466.38,477.3, $338.13 , $475.00 , $813.13 
Altieri,Whispering Pines Development,98.09,196.18,247, $142.23 , $225.00 , $367.23 
Altieri,Whitewater,259.66,519.33,510.8, $376.51 , $475.00 , $851.51 
Altieri,Wsm Construction,176.42,352.84,390.5, $255.81 , $225.00 , $480.81 
Altieri,Xpress Natural Gas,200.01,400.03,431.4, $290.02 , $475.00 , $765.02 
Altieri,Young Management & Consulting,110.89,221.77,248.9, $160.78 , $225.00 , $385.78 
Bobcomb,A And G Industrial Services,320.02,640.04,630.9, $464.03 , $475.00 , $939.03 
Bobcomb,AGI Construction,270.23,540.47,541.3, $391.84 , $475.00 , $866.84 
Bobcomb,Atmospheric Corrosion Specialists,111.12,222.24,222.8, $161.12 , $225.00 , $386.12 
Bobcomb,Avangrid Adams Ma,219.96,439.92,466.5, $318.94 , $475.00 , $793.94 
Bobcomb,Avangrid East Hartford Ct,191.16,382.31,386.9, $277.17 , $225.00 , $502.17 
Bobcomb,Avangrid Rochester Ny,250.58,501.16,456, $363.34 , $475.00 , $838.34 
Bobcomb,Avangrid Trumbull,154.97,309.94,316.1, $224.71 , $225.00 , $449.71 
Bobcomb,Bancker Construction,144.52,289.04,311, $209.55 , $225.00 , $434.55 
Bobcomb,Barber Utilities,209.26,418.53,431, $303.43 , $475.00 , $778.43 
Bobcomb,Bay State Piping Company Inc. (NGA),293.86,587.72,578.3, $426.10 , $475.00 , $901.10 
Bobcomb,Berkshire Gas,206.61,413.21,426.4, $299.58 , $475.00 , $774.58 
Bobcomb,Bermex Inc,247.62,495.25,454.1, $359.06 , $475.00 , $834.06 
Bobcomb,Bond Civil Utility,291.9,583.8,573.3, $423.25 , $475.00 , $898.25 
Bobcomb,Burns Construction Co. (Nga),155.73,311.47,313.4, $225.82 , $225.00 , $450.82 
Bobcomb,Burrows Bros Inc.,229.74,459.49,447.9, $333.13 , $475.00 , $808.13 
Bobcomb,C. B. Utility,170.46,340.91,344.5, $247.16 , $225.00 , $472.16 
Bobcomb,Capstone Energy (Nga),275.02,550.04,505.9, $398.78 , $475.00 , $873.78 
Bobcomb,Centerline Utility Services,445.3,890.61,844.8, $645.69 , $725.00 ," $1,370.69 "
Bobcomb,Centuri,170,339.99,341.7, $246.49 , $225.00 , $471.49 
Bobcomb,Certa Cote,138.15,276.3,306.3, $200.32 , $225.00 , $425.32 
Bobcomb,Clarks Back Roads Enterprises (Nga),168.99,337.98,320.2, $245.04 , $225.00 , $470.04 
Bobcomb,Collins Plumbing Corp (Nga),106.97,213.93,230.5, $155.10 , $225.00 , $380.10 
Bobcomb,Composite Technology & Infrastructure,165.05,330.09,332.9, $239.32 , $225.00 , $464.32 
Bobcomb,Con Edison (Nga),101.3,202.59,219.8, $146.88 , $225.00 , $371.88 
Bobcomb,Corning Natural Gas,162.97,325.94,300.1, $236.31 , $225.00 , $461.31 
Bobcomb,Corrtech Corrosion Engineering,265.28,530.55,520.1, $384.65 , $475.00 , $859.65 
Bobcomb,D&G Contractors Inc,176.67,353.34,364.4, $256.17 , $225.00 , $481.17 
Bobcomb,DDS Utilities Cortland,126.8,253.61,235.9, $183.87 , $225.00 , $408.87 
Bobcomb,DDS Utilities West Henrietta,244.28,488.56,447.9, $354.21 , $475.00 , $829.21 
Bobcomb,Dekatherm,189.03,378.05,349.8, $274.09 , $225.00 , $499.09 
Bobcomb,Dte Vantage,153.21,306.43,298.5, $222.16 , $225.00 , $447.16 
Bobcomb,E. Richards Consulting,155.73,311.47,313.4, $225.82 , $225.00 , $450.82 
Bobcomb,E.E. Root,109.96,219.92,213.5, $159.44 , $225.00 , $384.44 
Bobcomb,Elecnor Hawkeye,106.55,213.1,230.3, $154.50 , $225.00 , $379.50 
Bobcomb,Encompass Pipeline,248.44,496.89,468, $360.25 , $475.00 , $835.25 
Bobcomb,Enersite Utility And Site Work Services,311.69,623.37,610.9, $451.94 , $475.00 , $926.94 
Bobcomb,Environmental Construction Inc,114.27,228.55,233, $165.70 , $225.00 , $390.70 
Bobcomb,Eversource,256.76,513.52,513.9, $372.30 , $475.00 , $847.30 
Bobcomb,Feeney Brothers,293.84,587.68,584, $426.07 , $475.00 , $901.07 
Bobcomb,Ferreira Construction,262.13,524.25,506.9, $380.08 , $475.00 , $855.08 
Bobcomb,Frank Lill & Son,233.25,466.5,427.2, $338.21 , $475.00 , $813.21 
Bobcomb,Geary Mechanical,165.61,331.22,349.9, $240.13 , $225.00 , $465.13 
Bobcomb,Gianfia Corp,118.2,236.4,241, $171.39 , $225.00 , $396.39 
Bobcomb,GPL,270.53,541.07,532.8, $392.28 , $475.00 , $867.28 
Bobcomb,Grid One Solutions,99.89,199.77,207.7, $144.83 , $225.00 , $369.83 
Bobcomb,Grotto Plumbing Inc. (Nga),119.39,238.78,239.3, $173.12 , $225.00 , $398.12 
Bobcomb,Heath Consultants (Nga),98.02,196.04,228.9, $142.13 , $225.00 , $367.13 
Bobcomb,Henkels & Mccoy (Nga),43.35,86.69,110.1, $62.85 , $-   , $62.85 
Bobcomb,Holyoke Gas & Electric,223.81,447.62,451.7, $324.52 , $475.00 , $799.52 
Bobcomb,Infrasource (Nga),296.6,593.2,587.8, $430.07 , $475.00 , $905.07 
Bobcomb,Ironwood Heavy Highway,248.24,496.49,459.3, $359.96 , $475.00 , $834.96 
Bobcomb,J Mullen & Sons,136.18,272.37,275.6, $197.47 , $225.00 , $422.47 
Bobcomb,J. F. Brennan Companies,266.38,532.75,517.7, $386.24 , $475.00 , $861.24 
Bobcomb,Joe Knows Energy,87.12,174.24,175.9, $126.32 , $-   , $126.32 
Bobcomb,John Anderson Construction,253.84,507.68,515.8, $368.07 , $475.00 , $843.07 
Bobcomb,Js Rae,206.47,412.95,424.9, $299.39 , $475.00 , $774.39 
Bobcomb,Kiely Family Of Companies,126.11,252.22,253.2, $182.86 , $225.00 , $407.86 
Bobcomb,Kudlic Bros.,218.46,436.92,439, $316.77 , $475.00 , $791.77 
Bobcomb,Labella Associates Dpc,245.23,490.45,449.8, $355.58 , $475.00 , $830.58 
Bobcomb,Laydon Industries,170.49,340.97,344.7, $247.20 , $225.00 , $472.20 
Bobcomb,Ledge Creek Development Inc,295.09,590.18,542.9, $427.88 , $475.00 , $902.88 
Bobcomb,Liberty Underground,248.89,497.78,455.7, $360.89 , $475.00 , $835.89 
Bobcomb,Liberty Utilities-Ma,288.79,577.59,562.3, $418.75 , $475.00 , $893.75 
Bobcomb,Liberty Utilities-Ny,322.07,644.15,615.2, $467.01 , $475.00 , $942.01 
Bobcomb,Local 1049,150,300,322.6, $217.50 , $225.00 , $442.50 
Bobcomb,Local 1298,146.38,292.75,318, $212.24 , $225.00 , $437.24 
Bobcomb,Local 15,122.86,245.71,260.3, $178.14 , $225.00 , $403.14 
Bobcomb,Local 158,176.14,352.29,342.7, $255.41 , $225.00 , $480.41 
Bobcomb,Local 17,94.75,189.5,208.1, $137.39 , $225.00 , $362.39 
Bobcomb,Local 60,122.96,245.93,255.8, $178.30 , $225.00 , $403.30 
Bobcomb,Local 731,106.58,213.16,239.8, $154.54 , $225.00 , $379.54 
Bobcomb,Lospano Plumbing And Heating,108.96,217.92,233.2, $157.99 , $225.00 , $382.99 
Bobcomb,Maine Natural Gas (Nga),443.24,886.48,839.7, $642.70 , $725.00 ," $1,367.70 "
Bobcomb,Master Plumbers Council Of The City Of New York (Mpc),112.6,225.2,244, $163.27 , $225.00 , $388.27 
Bobcomb,Mears Construction (Nga),124.26,248.52,270.8, $180.18 , $225.00 , $405.18 
Bobcomb,Middleborough Gas & Electric (Nga),308.05,616.11,600.5, $446.68 , $475.00 , $921.68 
Bobcomb,Midway Utility,325.26,650.52,634.8, $471.63 , $475.00 , $946.63 
Bobcomb,Miller Pipeline,321.25,642.5,586.6, $465.81 , $475.00 , $940.81 
Bobcomb,Mirra Company,318.49,636.99,623.6, $461.82 , $475.00 , $936.82 
Bobcomb,Msr Utility Maintenance (Nga),300.64,601.28,588, $435.93 , $475.00 , $910.93 
Bobcomb,Mulcare Pipeline Solutions,69.59,139.18,153.5, $100.91 , $-   , $100.91 
Bobcomb,Mulholland Welding & Fabrication,265.02,530.04,558.8, $384.28 , $475.00 , $859.28 
Bobcomb,National Field Service Corporation (Nga),94.75,189.5,208.1, $137.39 , $225.00 , $362.39 
Bobcomb,National Fuel,279.96,559.91,548.8, $405.93 , $475.00 , $880.93 
Bobcomb,Network Infrastructure,125.9,251.8,277.2, $182.56 , $225.00 , $407.56 
Bobcomb,NEUCO,324.99,649.98,635.2, $471.24 , $475.00 , $946.24 
Bobcomb,New Jersey Natural Gas,139.75,279.5,270.7, $202.64 , $225.00 , $427.64 
Bobcomb,Ng Advantage,344.3,688.61,668.6, $499.24 , $475.00 , $974.24 
Bobcomb,Northeast Gas Association,266.08,532.16,525, $385.82 , $475.00 , $860.82 
Bobcomb,Northeast Underground (Nga),168.72,337.45,311.2, $244.65 , $225.00 , $469.65 
Bobcomb,Norwich Public Utilities,226,452,452.2, $327.70 , $475.00 , $802.70 
Bobcomb,Npl Construction (Nga),179.28,358.56,367.6, $259.96 , $225.00 , $484.96 
Bobcomb,Omark Consultants,260.75,521.5,521.3, $378.09 , $475.00 , $853.09 
Bobcomb,Orange & Rockland Utilities,81.32,162.64,182.4, $117.91 , $-   , $117.91 
Bobcomb,Parsons (Nga),84.23,168.45,163.4, $122.13 , $-   , $122.13 
Bobcomb,Pcm,122.1,244.21,270.4, $177.05 , $225.00 , $402.05 
Bobcomb,Pioneer Inspection,344.5,689.01,670.3, $499.53 , $475.00 , $974.53 
Bobcomb,Pl-Enerserv,232.3,464.6,445.5, $336.84 , $475.00 , $811.84 
Bobcomb,Powell Controls,300.84,601.67,592.4, $436.21 , $475.00 , $911.21 
Bobcomb,Power And Construction Group Inc.,245.44,490.88,458.1, $355.89 , $475.00 , $830.89 
Bobcomb,"Precision Pipeline Solutions, LLC (PPS)",97.38,194.76,217.7, $141.20 , $225.00 , $366.20 
Bobcomb,Premier Infrastructure & Energy,150,300,322.6, $217.50 , $225.00 , $442.50 
Bobcomb,Primoris Distribution Svcs (Nga),305.01,610.02,581.8, $442.26 , $475.00 , $917.26 
Bobcomb,Reconn,146.56,293.11,318.8, $212.50 , $225.00 , $437.50 
Bobcomb,Rev Lng,156.45,312.91,308.6, $226.86 , $225.00 , $451.86 
Bobcomb,Rh White,247.17,494.35,488.5, $358.40 , $475.00 , $833.40 
Bobcomb,Rhode Island Energy,283.37,566.75,544, $410.89 , $475.00 , $885.89 
Bobcomb,Riggs Distler & Co.,194.8,389.6,400, $282.46 , $225.00 , $507.46 
Bobcomb,Riley Brothers,298.08,596.16,593.9, $432.22 , $475.00 , $907.22 
Bobcomb,Rj Devco,293.86,587.72,578.3, $426.10 , $475.00 , $901.10 
Bobcomb,Rj Forbes Painting Contractor,284.67,569.33,556.1, $412.76 , $475.00 , $887.76 
Bobcomb,Safeway Construction Enterprises,99.63,199.26,230.4, $144.46 , $225.00 , $369.46 
Bobcomb,Sargis Associates,185.3,370.6,381.5, $268.69 , $225.00 , $493.69 
Bobcomb,Seaford Avenue Corp,131.29,262.58,294.7, $190.37 , $225.00 , $415.37 
Bobcomb,Shaun B. Kalba Enterprises,123.24,246.48,260.5, $178.70 , $225.00 , $403.70 
Bobcomb,Southern Cross (NGA),111.12,222.24,222.8, $161.12 , $225.00 , $386.12 
Bobcomb,Storti Quality Services,117.13,234.27,236.7, $169.85 , $225.00 , $394.85 
Bobcomb,Sullivan Trail,145.38,290.76,278.1, $210.80 , $225.00 , $435.80 
Bobcomb,T&K Harrington,103.14,206.29,203.5, $149.56 , $225.00 , $374.56 
Bobcomb,Tectonic Engineering Consultants,94.94,189.88,206.7, $137.66 , $225.00 , $362.66 
Bobcomb,Titanic Underground Contractors Corp. (Nga),98.99,197.97,220.4, $143.53 , $225.00 , $368.53 
Bobcomb,Tri-Mont Engineering,319.83,639.66,629.9, $463.75 , $475.00 , $938.75 
Bobcomb,Tucker Mechanical Inc,178.39,356.77,364.5, $258.66 , $225.00 , $483.66 
Bobcomb,Turner Underground Installations,248.22,496.43,460.3, $359.91 , $475.00 , $834.91 
Bobcomb,Ulc Technologies,138.68,277.35,300.9, $201.08 , $225.00 , $426.08 
Bobcomb,Unitil,330.79,661.58,654.1, $479.65 , $475.00 , $954.65 
Bobcomb,Usic (Nga),229.95,459.9,429.2, $333.43 , $475.00 , $808.43 
Bobcomb,Vermont Gas Systems,323.98,647.97,678.7, $469.78 , $475.00 , $944.78 
Bobcomb,Wdf,107.52,215.05,234.3, $155.91 , $225.00 , $380.91 
Bobcomb,Westfield Gas & Electric,232.3,464.59,445.5, $336.83 , $475.00 , $811.83 
Bobcomb,Whispering Pines Development,97.2,194.4,215.2, $140.94 , $225.00 , $365.94 
Bobcomb,Whitewater,247.15,494.3,488, $358.37 , $475.00 , $833.37 
Bobcomb,Wsm Construction,175.53,351.06,358.7, $254.52 , $225.00 , $479.52 
Bobcomb,Xpress Natural Gas,189.92,379.84,399.6, $275.38 , $225.00 , $500.38 
Bobcomb,Young Management & Consulting,112.6,225.2,244, $163.27 , $225.00 , $388.27 
Boyd,A And G Industrial Services,226.21,452.42,454.9, $328.00 , $475.00 , $803.00 
Boyd,AGI Construction,173.13,346.25,362.6, $251.03 , $225.00 , $476.03 
Boyd,Atmospheric Corrosion Specialists,14.01,28.02,44.1, $20.31 , $-   , $20.31 
Boyd,Avangrid Adams Ma,141.08,282.15,340.6, $204.56 , $225.00 , $429.56 
Boyd,Avangrid East Hartford Ct,109.41,218.82,227.8, $158.64 , $225.00 , $383.64 
Boyd,Avangrid Rochester Ny,318.76,637.52,586.6, $462.20 , $475.00 , $937.20 
Boyd,Avangrid Trumbull,57.86,115.73,137.4, $83.90 , $-   , $83.90 
Boyd,Bancker Construction,73.15,146.31,182.8, $106.07 , $-   , $106.07 
Boyd,Barber Utilities,126.39,252.77,270.2, $183.26 , $225.00 , $408.26 
Boyd,Bay State Piping Company Inc. (NGA),209.94,419.88,417.7, $304.41 , $475.00 , $779.41 
Boyd,Berkshire Gas,127.73,255.45,300.5, $185.20 , $225.00 , $410.20 
Boyd,Bermex Inc,315.8,631.61,584.6, $457.92 , $475.00 , $932.92 
Boyd,Bond Civil Utility,209.02,418.05,412.5, $303.09 , $475.00 , $778.09 
Boyd,Burns Construction Co. (Nga),58.63,117.25,134.7, $85.01 , $-   , $85.01 
Boyd,Burrows Bros Inc.,297.92,595.85,578.5, $431.99 , $475.00 , $906.99 
Boyd,C. B. Utility,73.35,146.7,165.8, $106.36 , $-   , $106.36 
Boyd,Capstone Energy (Nga),376.63,753.26,695.9, $546.11 , $475.00 ," $1,021.11 "
Boyd,Centerline Utility Services,362.42,724.85,684, $525.52 , $475.00 ," $1,000.52 "
Boyd,Centuri,72.89,145.78,163, $105.69 , $-   , $105.69 
Boyd,Certa Cote,66.79,133.57,178, $96.84 , $-   , $96.84 
Boyd,Clarks Back Roads Enterprises (Nga),237.17,474.34,450.7, $343.90 , $475.00 , $818.90 
Boyd,Collins Plumbing Corp (Nga),29.73,59.46,84.7, $43.11 , $-   , $43.11 
Boyd,Composite Technology & Infrastructure,108.8,217.6,216.2, $157.76 , $225.00 , $382.76 
Boyd,Con Edison (Nga),32.58,65.16,86.6, $47.24 , $-   , $47.24 
Boyd,Corning Natural Gas,231.15,462.3,430.6, $335.17 , $475.00 , $810.17 
Boyd,Corrtech Corrosion Engineering,182.4,364.8,359.3, $264.48 , $225.00 , $489.48 
Boyd,D&G Contractors Inc,96.44,192.87,211.8, $139.83 , $225.00 , $364.83 
