Evaluator,Customer,One-Way Miles,Round-Trip Miles,Drive Time (min), 2026 Cost , Bonus , Total 
Doubleday,Gianfia Corp,195.16,390.32,389.9, $282.98 , $225.00 , $507.98 
Doubleday,GPL,66.45,132.91,144.9, $96.36 , $-   , $96.36 
Doubleday,Grid One Solutions,330.58,661.17,664.8, $479.35 , $475.00 , $954.35 
Doubleday,Grotto Plumbing Inc. (Nga),193.35,386.7,386, $280.36 , $225.00 , $505.36 
Doubleday,Heath Consultants (Nga),215.22,430.44,456.9, $312.07 , $475.00 , $787.07 
Doubleday,Henkels & Mccoy (Nga),316.84,633.68,628.2, $459.42 , $475.00 , $934.42 
Doubleday,Holyoke Gas & Electric,98.09,196.19,205.5, $142.24 , $225.00 , $367.24 
Doubleday,Infrasource (Nga),589.25,1178.5,1137.6, $854.41 , $725.00 ," $1,579.41 "
Doubleday,Ironwood Heavy Highway,398.22,796.44,732, $577.42 , $475.00 ," $1,052.42 "
Doubleday,J Mullen & Sons,198.2,396.4,379.1, $287.39 , $225.00 , $512.39 
Doubleday,J. F. Brennan Companies,92.01,184.03,194.4, $133.42 , $225.00 , $358.42 
Doubleday,Joe Knows Energy,225.99,451.97,471.1, $327.68 , $475.00 , $802.68 
Doubleday,John Anderson Construction,528.51,1057.01,990.6, $766.33 , $725.00 ," $1,491.33 "
Doubleday,Js Rae,125.78,251.56,304.8, $182.38 , $225.00 , $407.38 
Doubleday,Kiely Family Of Companies,271.03,542.06,560.2, $392.99 , $475.00 , $867.99 
Doubleday,Kudlic Bros.,96.68,193.35,212.7, $140.18 , $225.00 , $365.18 
Doubleday,Labella Associates Dpc,395.2,790.41,722.5, $573.05 , $475.00 ," $1,048.05 "
Doubleday,Laydon Industries,142.54,285.07,283.1, $206.68 , $225.00 , $431.68 
Doubleday,Ledge Creek Development Inc,445.07,890.13,815.6, $645.34 , $725.00 ," $1,370.34 "
Doubleday,Liberty Underground,398.86,797.73,728.4, $578.35 , $475.00 ," $1,053.35 "
Doubleday,Liberty Utilities-Ma,81.91,163.82,180.9, $118.77 , $-   , $118.77 
Doubleday,Liberty Utilities-Ny,329.46,658.92,671.4, $477.72 , $475.00 , $952.72 
Doubleday,Local 1049,186.52,373.04,506.4, $270.45 , $225.00 , $495.45 
Doubleday,Local 1298,245.9,491.79,507.9, $356.55 , $475.00 , $831.55 
Doubleday,Local 15,215.97,431.94,455.3, $313.16 , $475.00 , $788.16 
Doubleday,Local 158,172.22,344.45,332, $249.73 , $225.00 , $474.73 
Doubleday,Local 17,201.58,403.15,399.1, $292.28 , $475.00 , $767.28 
Doubleday,Local 60,173.48,346.95,344.7, $251.54 , $225.00 , $476.54 
Doubleday,Local 731,206.62,413.25,430.8, $299.61 , $475.00 , $774.61 
Doubleday,Lospano Plumbing And Heating,196.19,392.39,396.1, $284.48 , $225.00 , $509.48 
Doubleday,Maine Natural Gas (Nga),157.79,315.58,298, $228.80 , $225.00 , $453.80 
Doubleday,Master Plumbers Council Of The City Of New York (Mpc),212.12,424.24,433.9, $307.57 , $475.00 , $782.57 
Doubleday,Mears Construction (Nga),396.24,792.47,783, $574.54 , $475.00 ," $1,049.54 "
Doubleday,Middleborough Gas & Electric (Nga),69.74,139.48,153, $101.12 , $-   , $101.12 
Doubleday,Midway Utility,39.81,79.61,93.1, $57.72 , $-   , $57.72 
Doubleday,Miller Pipeline,613.9,1227.8,1136.3, $890.16 , $725.00 ," $1,615.16 "
Doubleday,Mirra Company,27.95,55.91,92, $40.53 , $-   , $40.53 
Doubleday,Msr Utility Maintenance (Nga),7.38,14.76,28.6, $10.70 , $-   , $10.70 
Doubleday,Mulcare Pipeline Solutions,239.13,478.26,487.4, $346.74 , $475.00 , $821.74 
Doubleday,Mulholland Welding & Fabrication,106.81,213.63,264.2, $154.88 , $225.00 , $379.88 
Doubleday,National Field Service Corporation (Nga),201.58,403.15,399.1, $292.28 , $475.00 , $767.28 
Doubleday,National Fuel,455.98,911.96,830.4, $661.17 , $725.00 ," $1,386.17 "
Doubleday,Network Infrastructure,225.42,450.84,467.1, $326.86 , $475.00 , $801.86 
Doubleday,NEUCO,39.54,79.08,93.4, $57.33 , $-   , $57.33 
Doubleday,New Jersey Natural Gas,284.67,569.33,577.8, $412.76 , $475.00 , $887.76 
Doubleday,Ng Advantage,48.94,97.88,111.9, $70.96 , $-   , $70.96 
Doubleday,Northeast Gas Association,34.62,69.25,85.5, $50.21 , $-   , $50.21 
Doubleday,Northeast Underground (Nga),320.17,640.34,588.6, $464.25 , $475.00 , $939.25 
Doubleday,Norwich Public Utilities,100.1,200.2,209, $145.14 , $225.00 , $370.15 
Doubleday,Npl Construction (Nga),117.6,235.2,238.6, $170.52 , $225.00 , $395.52 
Doubleday,Omark Consultants,34.6,69.2,87.4, $50.17 , $-   , $50.17 
Doubleday,Orange & Rockland Utilities,224.59,449.18,439.4, $325.66 , $475.00 , $800.66 
Doubleday,Parsons (Nga),269.3,538.6,531.8, $390.49 , $475.00 , $865.49 
Doubleday,Pcm,223.13,446.27,490.8, $323.55 , $475.00 , $798.55 
Doubleday,Pioneer Inspection,59.05,118.11,128.6, $85.63 , $-   , $85.63 
Doubleday,Pl-Enerserv,99.5,199,205, $144.28 , $225.00 , $369.28 
Doubleday,Powell Controls,28.03,56.05,73.1, $40.64 , $-   , $40.64 
Doubleday,Power And Construction Group Inc.,399.76,799.52,729, $579.65 , $475.00 ," $1,054.65 "
Doubleday,"Precision Pipeline Solutions, LLC (PPS)",206.9,413.8,417.2, $300.01 , $475.00 , $775.01 
Doubleday,Premier Infrastructure & Energy,186.52,373.04,506.4, $270.45 , $225.00 , $495.45 
Doubleday,Primoris Distribution Svcs (Nga),576.22,1152.43,1116.8, $835.51 , $725.00 ," $1,560.51 "
Doubleday,Reconn,246.08,492.15,508.7, $356.81 , $475.00 , $831.81 
Doubleday,Rev Lng,376.55,753.09,713.4, $545.99 , $475.00 ," $1,020.99 "
Doubleday,Rh White,46.38,92.76,108.4, $67.25 , $-   , $67.25 
Doubleday,Rhode Island Energy,67.48,134.96,145.4, $97.85 , $-   , $97.85 
Doubleday,Riggs Distler & Co.,450.24,900.48,904.9, $652.85 , $725.00 ," $1,377.85 "
Doubleday,Riley Brothers,46.84,93.68,117.7, $67.92 , $-   , $67.92 
Doubleday,Rj Devco,42.62,85.23,102.1, $61.79 , $-   , $61.79 
Doubleday,Rj Forbes Painting Contractor,62.03,124.06,143.7, $89.94 , $-   , $89.94 
Doubleday,Safeway Construction Enterprises,214,428,445.7, $310.30 , $475.00 , $785.30 
Doubleday,Sargis Associates,112.19,224.39,228.5, $162.68 , $225.00 , $387.68 
Doubleday,Seaford Avenue Corp,230.81,461.63,484.6, $334.68 , $475.00 , $809.68 
Doubleday,Shaun B. Kalba Enterprises,198.25,396.49,392.1, $287.46 , $225.00 , $512.46 
Doubleday,Southern Cross (NGA),200.36,400.72,405.4, $290.52 , $475.00 , $765.52 
Doubleday,Storti Quality Services,194.13,388.26,391.3, $281.49 , $225.00 , $506.49 
Doubleday,Sullivan Trail,365.47,730.94,682.9, $529.93 , $475.00 ," $1,004.93 "
Doubleday,T&K Harrington,293.56,587.11,559.5, $425.65 , $475.00 , $900.65 
Doubleday,Tectonic Engineering Consultants,200.96,401.91,397.7, $291.38 , $475.00 , $766.38 
Doubleday,Titanic Underground Contractors Corp. (Nga),208.56,417.13,418.3, $302.42 , $475.00 , $777.42 
Doubleday,Tri-Mont Engineering,75.43,150.85,167.3, $109.37 , $-   , $109.37 
Doubleday,Tucker Mechanical Inc,118.2,236.39,242.7, $171.38 , $225.00 , $396.38 
Doubleday,Turner Underground Installations,398.19,796.38,733, $577.38 , $475.00 ," $1,052.38 "
Doubleday,Ulc Technologies,238.2,476.4,490.8, $345.39 , $475.00 , $820.39 
Doubleday,Unitil,45.34,90.68,112.4, $65.74 , $-   , $65.74 
Doubleday,Usic (Nga),379.92,759.85,701.9, $550.89 , $475.00 ," $1,025.89 "
Doubleday,Vermont Gas Systems,195.05,390.1,361.7, $282.82 , $225.00 , $507.82 
Doubleday,Wdf,197.57,395.14,404.7, $286.48 , $225.00 , $511.48 
Doubleday,Westfield Gas & Electric,99.5,198.99,205, $144.27 , $225.00 , $369.27 
Doubleday,Whispering Pines Development,205.23,410.46,410.4, $297.58 , $475.00 , $772.58 
Doubleday,Whitewater,46.33,92.66,107.1, $67.18 , $-   , $67.18 
Doubleday,Wsm Construction,121.02,242.05,246.3, $175.49 , $225.00 , $400.49 
Doubleday,Xpress Natural Gas,244.63,489.25,457.3, $354.71 , $475.00 , $829.71 
Doubleday,Young Management & Consulting,212.12,424.24,433.9, $307.57 , $475.00 , $782.57 
Fagan,A And G Industrial Services,249.57,499.14,509.4, $361.88 , $475.00 , $836.88 
Fagan,AGI Construction,196.49,392.97,417.1, $284.90 , $225.00 , $509.90 
Fagan,Atmospheric Corrosion Specialists,53.63,107.27,138.6, $77.77 , $-   , $77.77 
Fagan,Avangrid Adams Ma,190.57,381.14,438.6, $276.33 , $225.00 , $501.33 
Fagan,Avangrid East Hartford Ct,135.96,271.91,287.8, $197.13 , $225.00 , $422.13 
Fagan,Avangrid Rochester Ny,384.58,769.16,731.3, $557.64 , $475.00 ," $1,032.64 "
Fagan,Avangrid Trumbull,85.5,171,196.6, $123.98 , $-   , $123.98 
Fagan,Bancker Construction,8.88,17.76,31.6, $12.88 , $-   , $12.88 
Fagan,Barber Utilities,152.93,305.86,330.1, $221.75 , $225.00 , $446.75 
Fagan,Bay State Piping Company Inc. (NGA),233.3,466.6,472.2, $338.29 , $475.00 , $813.29 
Fagan,Berkshire Gas,177.22,354.43,398.5, $256.96 , $225.00 , $481.96 
Fagan,Bermex Inc,381.62,763.25,729.3, $553.36 , $475.00 ," $1,028.36 "
Fagan,Bond Civil Utility,235.57,471.14,472.5, $341.58 , $475.00 , $816.58 
Fagan,Burns Construction Co. (Nga),81.99,163.97,189.2, $118.88 , $-   , $118.88 
Fagan,Burrows Bros Inc.,363.74,727.49,723.2, $527.43 , $475.00 ," $1,002.43 "
Fagan,C. B. Utility,96.71,193.41,220.3, $140.22 , $225.00 , $365.22 
Fagan,Capstone Energy (Nga),404.36,808.72,781.4, $586.32 , $725.00 ," $1,311.32 "
Fagan,Centerline Utility Services,388.97,777.94,743.9, $564.01 , $475.00 ," $1,039.01 "
Fagan,Centuri,97.58,195.15,220.5, $141.48 , $225.00 , $366.48 
Fagan,Certa Cote,5.88,11.77,30.6, $8.53 , $-   , $8.53 
Fagan,Clarks Back Roads Enterprises (Nga),302.99,605.98,595.4, $439.34 , $475.00 , $914.34 
Fagan,Collins Plumbing Corp (Nga),37.47,74.93,97, $54.32 , $-   , $54.32 
Fagan,Composite Technology & Infrastructure,172.3,344.6,352.2, $249.84 , $225.00 , $474.84 
Fagan,Con Edison (Nga),36.52,73.04,95, $52.95 , $-   , $52.95 
Fagan,Corning Natural Gas,296.97,593.94,575.3, $430.61 , $475.00 , $905.61 
Fagan,Corrtech Corrosion Engineering,208.94,417.89,419.2, $302.97 , $475.00 , $777.97 
Fagan,D&G Contractors Inc,125.54,251.07,278.8, $182.03 , $225.00 , $407.03 
Fagan,DDS Utilities Cortland,260.8,521.6,511.1, $378.16 , $475.00 , $853.16 
Fagan,DDS Utilities West Henrietta,378.28,756.56,723.2, $548.51 , $475.00 ," $1,023.51 "
Fagan,Dekatherm,299.45,598.9,565.1, $434.20 , $475.00 , $909.20 
Fagan,Dte Vantage,287.21,574.42,573.8, $416.45 , $475.00 , $891.45 
Fagan,E. Richards Consulting,81.99,163.97,189.2, $118.88 , $-   , $118.88 
Fagan,E.E. Root,243.96,487.92,488.8, $353.74 , $475.00 , $828.74 
Fagan,Elecnor Hawkeye,32.8,65.59,84.5, $47.55 , $-   , $47.55 
Fagan,Encompass Pipeline,382.44,764.88,743.3, $554.54 , $475.00 ," $1,029.54 "
Fagan,Enersite Utility And Site Work Services,255.35,510.7,510, $370.26 , $475.00 , $845.26 
Fagan,Environmental Construction Inc,72.71,145.42,180.1, $105.43 , $-   , $105.43 
Fagan,Eversource,200.42,400.85,413, $290.62 , $475.00 , $765.62 
Fagan,Feeney Brothers,237.5,475.01,483.1, $344.38 , $475.00 , $819.38 
Fagan,Ferreira Construction,188.38,376.76,382.7, $273.15 , $225.00 , $498.15 
Fagan,Frank Lill & Son,367.25,734.5,702.5, $532.51 , $475.00 ," $1,007.51 "
Fagan,Geary Mechanical,114.48,228.95,264.2, $165.99 , $225.00 , $390.99 
Fagan,Gianfia Corp,56.02,112.04,141.4, $81.23 , $-   , $81.23 
Fagan,GPL,200.25,400.5,429.3, $290.36 , $475.00 , $765.36 
Fagan,Grid One Solutions,155.05,310.1,345, $224.82 , $225.00 , $449.82 
Fagan,Grotto Plumbing Inc. (Nga),55.57,111.15,137.8, $80.58 , $-   , $80.58 
Fagan,Heath Consultants (Nga),37.69,75.37,112.8, $54.64 , $-   , $54.64 
Fagan,Henkels & Mccoy (Nga),138.78,277.55,316.7, $201.22 , $225.00 , $426.22 
Fagan,Holyoke Gas & Electric,169.31,338.61,354.7, $245.49 , $225.00 , $470.49 
Fagan,Infrasource (Nga),432.83,865.65,855, $627.60 , $725.00 ," $1,352.60 "
Fagan,Ironwood Heavy Highway,382.24,764.48,734.5, $554.25 , $475.00 ," $1,029.25 "
Fagan,J Mullen & Sons,143.43,286.87,295, $207.98 , $225.00 , $432.98 
Fagan,J. F. Brennan Companies,192.63,385.26,393.5, $279.31 , $225.00 , $504.31 
Fagan,Joe Knows Energy,55.64,111.27,155.3, $80.67 , $-   , $80.67 
Fagan,John Anderson Construction,383.18,766.35,791.3, $555.60 , $475.00 ," $1,030.60 "
Fagan,Js Rae,177.08,354.17,397, $256.77 , $225.00 , $481.77 
Fagan,Kiely Family Of Companies,94.39,188.78,239.5, $136.87 , $225.00 , $361.87 
Fagan,Kudlic Bros.,163.96,327.91,341.9, $237.73 , $225.00 , $462.73 
Fagan,Labella Associates Dpc,379.23,758.45,725.1, $549.88 , $475.00 ," $1,024.88 "
Fagan,Laydon Industries,96.74,193.48,220.5, $140.27 , $225.00 , $365.27 
Fagan,Ledge Creek Development Inc,429.09,858.18,818.2, $622.18 , $725.00 ," $1,347.18 "
Fagan,Liberty Underground,382.89,765.77,731, $555.18 , $475.00 ," $1,030.18 "
Fagan,Liberty Utilities-Ma,215.05,430.09,438.1, $311.82 , $475.00 , $786.82 
Fagan,Liberty Utilities-Ny,397.69,795.39,814, $576.66 , $475.00 ," $1,051.66 "
Fagan,Local 1049,18.03,36.06,48.1, $26.14 , $-   , $26.14 
Fagan,Local 1298,14.4,28.81,43.4, $20.89 , $-   , $20.89 
Fagan,Local 15,32.29,64.59,99.2, $46.83 , $-   , $46.83 
Fagan,Local 158,183.39,366.79,362, $265.92 , $225.00 , $490.92 
Fagan,Local 17,102.14,204.28,226.3, $148.10 , $225.00 , $373.10 
Fagan,Local 60,80.6,161.2,186.3, $116.87 , $-   , $116.87 
Fagan,Local 731,33.28,66.56,96.4, $48.26 , $-   , $48.26 
Fagan,Lospano Plumbing And Heating,39.46,78.92,99.7, $57.22 , $-   , $57.22 
Fagan,Maine Natural Gas (Nga),386.91,773.81,738.9, $561.01 , $475.00 ," $1,036.01 "
Fagan,Master Plumbers Council Of The City Of New York (Mpc),28.28,56.56,71.2, $41.01 , $-   , $41.01 
Fagan,Mears Construction (Nga),220.7,441.41,463.1, $320.02 , $475.00 , $795.02 
Fagan,Middleborough Gas & Electric (Nga),237.6,475.2,479, $344.52 , $475.00 , $819.52 
Fagan,Midway Utility,268.92,537.85,534, $389.94 , $475.00 , $864.94 
Fagan,Miller Pipeline,450.59,901.17,862.1, $653.35 , $725.00 ," $1,378.35 "
Fagan,Mirra Company,262.16,524.32,522.7, $380.13 , $475.00 , $855.13 
Fagan,Msr Utility Maintenance (Nga),244.31,488.61,487.1, $354.24 , $475.00 , $829.24 
Fagan,Mulcare Pipeline Solutions,69.73,139.46,201, $101.11 , $-   , $101.11 
Fagan,Mulholland Welding & Fabrication,254.9,509.8,505.7, $369.61 , $475.00 , $844.61 
Fagan,National Field Service Corporation (Nga),102.14,204.28,226.3, $148.10 , $225.00 , $373.10 
Fagan,National Fuel,413.96,827.91,824.1, $600.23 , $725.00 ," $1,325.23 "
Fagan,Network Infrastructure,16.27,32.54,53.8, $23.59 , $-   , $23.59 
Fagan,NEUCO,268.66,537.31,534.3, $389.55 , $475.00 , $864.55 
Fagan,New Jersey Natural Gas,108.03,216.05,257.1, $156.64 , $225.00 , $381.64 
Fagan,Ng Advantage,287.97,575.94,567.8, $417.56 , $475.00 , $892.56 
Fagan,Northeast Gas Association,209.75,419.49,424.1, $304.13 , $475.00 , $779.13 
Fagan,Northeast Underground (Nga),302.72,605.44,586.4, $438.94 , $475.00 , $913.94 
Fagan,Norwich Public Utilities,152.25,304.5,328, $220.76 , $225.00 , $445.76 
Fagan,Npl Construction (Nga),119.51,239.01,258.4, $173.28 , $225.00 , $398.28 
Fagan,Omark Consultants,204.41,408.83,420.5, $296.40 , $475.00 , $771.40 
Fagan,Orange & Rockland Utilities,99.59,199.18,221, $144.41 , $225.00 , $369.41 
Fagan,Parsons (Nga),91.18,182.37,221.1, $132.22 , $225.00 , $357.22 
Fagan,Pcm,39.63,79.26,131.7, $57.46 , $-   , $57.46 
Fagan,Pioneer Inspection,288.17,576.34,569.4, $417.85 , $475.00 , $892.85 
Fagan,Pl-Enerserv,174.28,348.55,361.8, $252.70 , $225.00 , $477.70 
Fagan,Powell Controls,244.5,489.01,491.5, $354.53 , $475.00 , $829.53 
Fagan,Power And Construction Group Inc.,379.44,758.88,733.3, $550.19 , $475.00 ," $1,025.19 "
Fagan,"Precision Pipeline Solutions, LLC (PPS)",94.68,189.36,231.5, $137.29 , $225.00 , $362.29 
Fagan,Premier Infrastructure & Energy,18.03,36.06,48.1, $26.14 , $-   , $26.14 
Fagan,Primoris Distribution Svcs (Nga),398.15,796.3,805.4, $577.32 , $475.00 ," $1,052.32 "
Fagan,Reconn,14.58,29.17,44.3, $21.15 , $-   , $21.15 
Fagan,Rev Lng,290.45,580.91,583.8, $421.16 , $475.00 , $896.16 
Fagan,Rh White,190.84,381.68,387.7, $276.72 , $225.00 , $501.72 
Fagan,Rhode Island Energy,209.63,419.25,419.8, $303.96 , $475.00 , $778.96 
Fagan,Riggs Distler & Co.,324.14,648.28,675.5, $470.00 , $475.00 , $945.00 
Fagan,Riley Brothers,227.6,455.2,472.1, $330.02 , $475.00 , $805.02 
Fagan,Rj Devco,233.3,466.6,472.2, $338.29 , $475.00 , $813.29 
Fagan,Rj Forbes Painting Contractor,210.92,421.84,431.9, $305.83 , $475.00 , $780.83 
Fagan,Safeway Construction Enterprises,36.47,72.93,101.6, $52.87 , $-   , $52.87 
Fagan,Sargis Associates,126.17,252.34,277.6, $182.95 , $225.00 , $407.95 
Fagan,Seaford Avenue Corp,13.42,26.85,52.2, $19.47 , $-   , $19.47 
Fagan,Shaun B. Kalba Enterprises,102.8,205.6,230.1, $149.06 , $225.00 , $374.06 
Fagan,Southern Cross (NGA),53.63,107.27,138.6, $77.77 , $-   , $77.77 
Fagan,Storti Quality Services,55.08,110.17,136.4, $79.87 , $-   , $79.87 
Fagan,Sullivan Trail,279.38,558.75,553.3, $405.09 , $475.00 , $880.09 
Fagan,T&K Harrington,231.55,463.1,477.5, $335.75 , $475.00 , $810.75 
Fagan,Tectonic Engineering Consultants,102.45,204.89,228.3, $148.55 , $225.00 , $373.55 
Fagan,Titanic Underground Contractors Corp. (Nga),110.63,221.25,251.3, $160.41 , $225.00 , $385.41 
Fagan,Tri-Mont Engineering,249.38,498.76,508.3, $361.60 , $475.00 , $836.60 
Fagan,Tucker Mechanical Inc,127.25,254.51,278.9, $184.52 , $225.00 , $409.52 
Fagan,Turner Underground Installations,382.21,764.43,735.5, $554.21 , $475.00 ," $1,029.21 "
Fagan,Ulc Technologies,6.7,13.39,25.7, $9.71 , $-   , $9.71 
Fagan,Unitil,274.46,548.91,553.3, $397.96 , $475.00 , $872.96 
Fagan,Usic (Nga),363.95,727.89,704.5, $527.72 , $475.00 ," $1,002.72 "
Fagan,Vermont Gas Systems,369.05,738.1,696.4, $535.12 , $475.00 ," $1,010.12 "
Fagan,Wdf,38.02,76.05,100.8, $55.14 , $-   , $55.14 
Fagan,Westfield Gas & Electric,174.27,348.55,361.8, $252.70 , $225.00 , $477.70 
Fagan,Whispering Pines Development,93.48,186.96,226.6, $135.55 , $225.00 , $360.55 
Fagan,Whitewater,190.81,381.63,387.2, $276.68 , $225.00 , $501.68 
Fagan,Wsm Construction,124.4,248.79,273.1, $180.37 , $225.00 , $405.37 
Fagan,Xpress Natural Gas,255.8,511.6,487.4, $370.91 , $475.00 , $845.91 
Fagan,Young Management & Consulting,28.28,56.56,71.2, $41.01 , $-   , $41.01 
Leary,A And G Industrial Services,34.77,69.55,87.9, $50.42 , $-   , $50.42 
Leary,AGI Construction,31.93,63.87,82.6, $46.31 , $-   , $46.31 
Leary,Atmospheric Corrosion Specialists,178.77,357.54,361.5, $259.22 , $225.00 , $484.22 
Leary,Avangrid Adams Ma,154.74,309.49,352.1, $224.38 , $225.00 , $449.38 
Leary,Avangrid East Hartford Ct,103.14,206.28,222.6, $149.55 , $225.00 , $374.55 
Leary,Avangrid Rochester Ny,410.95,821.89,749.9, $595.87 , $725.00 ," $1,320.87 "
Leary,Avangrid Trumbull,137.32,274.64,270, $199.11 , $225.00 , $424.11 
Leary,Bancker Construction,224.06,448.12,457.4, $324.89 , $475.00 , $799.89 
Leary,Barber Utilities,79.91,159.82,221.7, $115.87 , $-   , $115.87 
Leary,Bay State Piping Company Inc. (NGA),37,74.01,85.8, $53.66 , $-   , $53.66 
Leary,Berkshire Gas,153.24,306.48,328.1, $222.20 , $225.00 , $447.20 
Leary,Bermex Inc,407.99,815.98,747.9, $591.59 , $725.00 ," $1,316.59 "
Leary,Bond Civil Utility,75,150,151.2, $108.75 , $-   , $108.75 
Leary,Burns Construction Co. (Nga),134.76,269.53,265.1, $195.41 , $225.00 , $420.41 
Leary,Burrows Bros Inc.,391.43,782.87,746.3, $567.58 , $475.00 ," $1,042.58 "
Leary,C. B. Utility,120.46,240.92,236.3, $174.67 , $225.00 , $399.67 
Leary,Capstone Energy (Nga),557.6,1115.2,1043.3, $808.52 , $725.00 ," $1,533.52 "
Leary,Centerline Utility Services,213.28,426.56,409, $309.26 , $475.00 , $784.26 
Leary,Centuri,125.41,250.81,262.9, $181.84 , $225.00 , $406.84 
Leary,Certa Cote,217.69,435.39,452.6, $315.66 , $475.00 , $790.66 
Leary,Clarks Back Roads Enterprises (Nga),399.47,798.94,746.2, $579.23 , $475.00 ," $1,054.23 "
Leary,Collins Plumbing Corp (Nga),178.28,356.56,355.6, $258.51 , $225.00 , $483.51 
Leary,Composite Technology & Infrastructure,179.19,358.39,350.7, $259.83 , $225.00 , $484.83 
Leary,Con Edison (Nga),185.45,370.91,374.6, $268.91 , $225.00 , $493.91 
Leary,Corning Natural Gas,393.45,786.9,726.1, $570.50 , $475.00 ," $1,045.50 "
Leary,Corrtech Corrosion Engineering,55.6,111.19,110.2, $80.61 , $-   , $80.61 
Leary,D&G Contractors Inc,129.82,259.64,255.7, $188.24 , $225.00 , $413.24 
Leary,DDS Utilities Cortland,337.36,674.72,650.7, $489.17 , $475.00 , $964.17 
Leary,DDS Utilities West Henrietta,404.65,809.29,741.8, $586.74 , $725.00 ," $1,311.74 "
Leary,Dekatherm,298.67,597.34,556.1, $433.07 , $475.00 , $908.07 
Leary,Dte Vantage,367.61,735.22,700.6, $533.03 , $475.00 ," $1,008.03 "
Leary,E. Richards Consulting,134.76,269.53,265.1, $195.41 , $225.00 , $420.41 
Leary,E.E. Root,340.44,680.88,639.5, $493.64 , $475.00 , $968.64 
Leary,Elecnor Hawkeye,186.62,373.23,377.8, $270.59 , $225.00 , $495.59 
Leary,Encompass Pipeline,414.32,828.64,763.5, $600.76 , $725.00 ," $1,325.76 "
Leary,Enersite Utility And Site Work Services,94.79,189.58,188, $137.45 , $225.00 , $362.45 
Leary,Environmental Construction Inc,198.51,397.03,403.1, $287.85 , $225.00 , $512.85 
Leary,Eversource,69.19,138.38,145.2, $100.33 , $-   , $100.33 
Leary,Feeney Brothers,46.86,93.72,102, $67.95 , $-   , $67.95 
Leary,Ferreira Construction,28.25,56.5,67.8, $40.96 , $-   , $40.96 
Leary,Frank Lill & Son,393.62,787.23,721.1, $570.74 , $475.00 ," $1,045.74 "
Leary,Geary Mechanical,139.39,278.78,279.8, $202.12 , $225.00 , $427.12 
Leary,Gianfia Corp,177.32,354.64,359.7, $257.11 , $225.00 , $482.11 
Leary,GPL,34.22,68.43,81.3, $49.61 , $-   , $49.61 
Leary,Grid One Solutions,309.18,618.36,629.1, $448.31 , $475.00 , $923.31 
Leary,Grotto Plumbing Inc. (Nga),180.24,360.48,359.6, $261.35 , $225.00 , $486.35 
Leary,Heath Consultants (Nga),195.24,390.48,413.3, $283.10 , $225.00 , $508.10 
Leary,Henkels & Mccoy (Nga),295.23,590.46,583.9, $428.08 , $475.00 , $903.08 
Leary,Holyoke Gas & Electric,108.48,216.96,226.6, $157.30 , $225.00 , $382.30 
Leary,Infrasource (Nga),589.28,1178.56,1122.2, $854.46 , $725.00 ," $1,579.46 "
Leary,Ironwood Heavy Highway,408.61,817.21,753.1, $592.48 , $725.00 ," $1,317.48 "
Leary,J Mullen & Sons,208.59,417.18,400.2, $302.46 , $475.00 , $777.46 
Leary,J. F. Brennan Companies,37.07,74.13,83.8, $53.74 , $-   , $53.74 
Leary,Joe Knows Energy,204.58,409.16,435.4, $296.64 , $475.00 , $771.64 
Leary,John Anderson Construction,538.89,1077.79,1011.8, $781.40 , $725.00 ," $1,506.40 "
Leary,Js Rae,153.1,306.21,326.6, $222.00 , $225.00 , $447.00 
Leary,Kiely Family Of Companies,249.62,499.25,524.5, $361.96 , $475.00 , $836.96 
Leary,Kudlic Bros.,107.06,214.13,233.9, $155.24 , $225.00 , $380.24 
Leary,Labella Associates Dpc,405.59,811.18,743.7, $588.11 , $725.00 ," $1,313.11 "
Leary,Laydon Industries,120.49,240.98,236.5, $174.71 , $225.00 , $399.71 
Leary,Ledge Creek Development Inc,455.45,910.91,836.8, $660.41 , $725.00 ," $1,385.41 "
Leary,Liberty Underground,409.25,818.5,749.6, $593.41 , $725.00 ," $1,318.41 "
Leary,Liberty Utilities-Ma,4.03,8.05,26.2, $5.84 , $-   , $5.84 
Leary,Liberty Utilities-Ny,399.83,799.66,797.5, $579.75 , $475.00 ," $1,054.75 "
Leary,Local 1049,143.48,286.97,444.4, $208.05 , $225.00 , $433.05 
Leary,Local 1298,148.74,297.47,456.4, $215.67 , $225.00 , $440.67 
Leary,Local 15,195.99,391.98,411.7, $284.19 , $225.00 , $509.19 
Leary,Local 158,182.61,365.22,353.1, $264.78 , $225.00 , $489.78 
Leary,Local 17,208.32,416.63,403.7, $302.06 , $475.00 , $777.06 
Leary,Local 60,180.22,360.44,349.3, $261.32 , $225.00 , $486.32 
Leary,Local 731,186.64,373.29,387.3, $270.64 , $225.00 , $495.64 
Leary,Lospano Plumbing And Heating,176.21,352.43,352.5, $255.51 , $225.00 , $480.51 
Leary,Maine Natural Gas (Nga),211.22,422.44,404, $306.27 , $475.00 , $781.27 
Leary,Master Plumbers Council Of The City Of New York (Mpc),192.14,384.28,390.3, $278.60 , $225.00 , $503.60 
Leary,Mears Construction (Nga),374.83,749.66,747.2, $543.50 , $475.00 ," $1,018.50 "
Leary,Middleborough Gas & Electric (Nga),22.5,44.99,57.7, $32.62 , $-   , $32.62 
Leary,Midway Utility,93.24,186.47,199.1, $135.19 , $225.00 , $360.19 
